title_x,tomatometer_score,audience_score_rt,original_language,MPA_Ratings,release_date_x,budget_x,domestic_gross_x,worldwide_gross_x,release_date,budget,domestic_gross,worldwide_gross,title,imdb_rating,cast_1,cast_2,cast_3,movie_url,imdb_id,director
Joheunnom nabbeunnom isanghannom,82.0,83.0,,R,2010-04-23,10000000,128486,42226657,2010-04-23,10000000,128486,42226657,Joheunnom nabbeunnom isanghannom,7.2,Kang-ho Song,Lee Byung-hun,Jung Woo-sung,https://www.imdb.com/title/tt0901487/,tt0901487,Jee-woon Kim
Motherhood,20.0,16.0,English,PG-13,2009-10-23,10000000,93388,723388,2009-10-23,10000000,93388,723388,Motherhood,4.6,Uma Thurman,Anthony Edwards,Minnie Driver,https://www.imdb.com/title/tt1220220/,tt1220220,Katherine Dieckmann
Blonde Ambition,14.0,22.0,English,PG-13,2007-12-21,10000000,6422,1537479,2007-12-21,10000000,6422,1537479,Blonde Ambition,3.9,Jessica Simpson,Luke Wilson,Rachael Leigh Cook,https://www.imdb.com/title/tt0887719/,tt0887719,Scott Marshall
The Oxford Murders,17.0,33.0,English,R,2010-08-06,10000000,4803,17704131,2010-08-06,10000000,4803,17704131,The Oxford Murders,6.1,Elijah Wood,John Hurt,Leonor Watling,https://www.imdb.com/title/tt0488604/,tt0488604,Álex de la Iglesia
T-34,,81.0,,,2018-12-27,10000000,0,39526616,2018-12-27,10000000,0,39526616,T-34,6.7,Alexander Petrov,Irina Starshenbaum,Viktor Dobronravov,https://www.imdb.com/title/tt8820590/,tt8820590,Aleksey Sidorov
White Noise 2: The Light,75.0,43.0,English,PG-13,2008-01-08,10000000,0,8243567,2008-01-08,10000000,0,8243567,White Noise 2: The Light,5.7,Nathan Fillion,Katee Sackhoff,Craig Fairbrass,https://www.imdb.com/title/tt0496436/,tt0496436,Patrick Lussier
Jessabelle,28.0,31.0,English,PG-13,2014-11-07,10000000,0,6998359,2014-11-07,10000000,0,6998359,Jessabelle,5.4,Sarah Snook,Mark Webber,Joelle Carter,https://www.imdb.com/title/tt2300975/,tt2300975,Kevin Greutert
American Heist,13.0,18.0,English,R,2015-01-23,10000000,0,2341218,2015-01-23,10000000,0,2341218,American Heist,5.0,Hayden Christensen,Earl Minor,Adrien Brody,https://www.imdb.com/title/tt2923316/,tt2923316,Sarik Andreasyan
It's a Wonderful Afterlife,29.0,33.0,English,PG-13,2010-10-08,10000000,0,1642939,2010-10-08,10000000,0,1642939,It's a Wonderful Afterlife,5.3,Sanjeev Bhaskar,Steve Morphew,Steve Jones,https://www.imdb.com/title/tt1319716/,tt1319716,Gurinder Chadha
You Got Served: Beat The World,0.0,21.0,English,PG-13,2011-06-21,10000000,0,1230542,2011-06-21,10000000,0,1230542,You Got Served: Beat The World,4.3,Tyrone Marshall Brown,Mishael Morgan,Nikki Grant,https://www.imdb.com/title/tt1568139/,tt1568139,Robert Adetuyi
Fifty Dead Men Walking,83.0,68.0,English,R,2009-08-21,10000000,0,997921,2009-08-21,10000000,0,997921,Fifty Dead Men Walking,6.8,Ben Kingsley,Jim Sturgess,Kevin Zegers,https://www.imdb.com/title/tt1097643/,tt1097643,Kari Skogland
Plastic,14.0,33.0,English,R,2014-06-19,10000000,0,575371,2014-06-19,10000000,0,575371,Plastic,6.0,Ed Speleers,Will Poulter,Alfie Allen,https://www.imdb.com/title/tt2556874/,tt2556874,Julian Gilbey
Friend Request,17.0,28.0,"Mario DeAngelis, Jason Falasco",R,2016-01-07,9900000,3759078,11310835,2016-01-07,9900000,3759078,11310835,Friend Request,5.2,Alycia Debnam-Carey,William Moseley,Connor Paolo,https://www.imdb.com/title/tt3352390/,tt3352390,Simon Verhoeven
Adventureland,89.0,61.0,English,R,2009-04-03,9800000,16044025,17553055,2009-04-03,9800000,16044025,17553055,Adventureland,6.8,Jesse Eisenberg,Kristen Stewart,Ryan Reynolds,https://www.imdb.com/title/tt1091722/,tt1091722,Greg Mottola
Amour,93.0,82.0,French (France),PG-13,2012-09-20,9700000,6738954,36787044,2012-09-20,9700000,6738954,36787044,Amour,7.9,Jean-Louis Trintignant,Emmanuelle Riva,Isabelle Huppert,https://www.imdb.com/title/tt1602620/,tt1602620,Michael Haneke
Truth,63.0,62.0,English,R,2015-10-16,9600000,2541854,6842580,2015-10-16,9600000,2541854,6842580,Truth,6.8,Cate Blanchett,Robert Redford,Dennis Quaid,https://www.imdb.com/title/tt3859076/,tt3859076,James Vanderbilt
The Lost City,26.0,64.0,"Adam Nee, Aaron Nee",R,2006-04-28,9600000,2484186,5256839,2006-04-28,9600000,2484186,5256839,The Lost City,6.5,Andy Garcia,Inés Sastre,Bill Murray,https://www.imdb.com/title/tt0343996/,tt0343996,Andy Garcia
Next Friday,21.0,76.0,English,R,2000-01-12,9500000,57176582,59675307,2000-01-12,9500000,57176582,59675307,Next Friday,6.1,Ice Cube,Mike Epps,Justin Pierce,https://www.imdb.com/title/tt0195945/,tt0195945,Steve Carr
Dangal,88.0,93.0,Nitesh Tiwari,,2016-12-21,9500000,12391761,305149461,2016-12-21,9500000,12391761,305149461,Dangal,8.4,Aamir Khan,Sakshi Tanwar,Fatima Sana Shaikh,https://www.imdb.com/title/tt5074352/,tt5074352,Nitesh Tiwari
The Runaways,69.0,55.0,English,R,2010-03-19,9500000,3573673,5278632,2010-03-19,9500000,3573673,5278632,The Runaways,6.5,Kristen Stewart,Dakota Fanning,Michael Shannon,https://www.imdb.com/title/tt1017451/,tt1017451,Floria Sigismondi
Volver,91.0,89.0,Spanish (Spain),R,2006-07-06,9400000,12899867,87226613,2006-07-06,9400000,12899867,87226613,Volver,7.6,Penélope Cruz,Carmen Maura,Lola Dueñas,https://www.imdb.com/title/tt0441909/,tt0441909,Pedro Almodóvar
Melancholia,80.0,67.0,English,R,2011-11-11,9400000,3030848,21817298,2011-11-11,9400000,3030848,21817298,Melancholia,7.1,Kirsten Dunst,Charlotte Gainsbourg,Kiefer Sutherland,https://www.imdb.com/title/tt1527186/,tt1527186,Lars von Trier
Jab Tak Hai Jaan,89.0,67.0,Yash Chopra,,2012-11-13,9200000,3047539,5806666,2012-11-13,9200000,3047539,5806666,Jab Tak Hai Jaan,6.9,Shah Rukh Khan,Katrina Kaif,Anushka Sharma,https://www.imdb.com/title/tt2176013/,tt2176013,Yash Chopra
Kites,72.0,53.0,Anurag Basu,,2010-05-21,9200000,1685269,17155193,2010-05-21,9200000,1685269,17155193,Kites,6.1,Hrithik Roshan,Bárbara Mori,Nicholas Brown,https://www.imdb.com/title/tt1198101/,tt1198101,Anurag Basu
Elle,91.0,73.0,French (France),R,2016-05-27,9100000,2339735,16517708,2016-05-27,9100000,2339735,16517708,Elle,7.1,Isabelle Huppert,Laurent Lafitte,Anne Consigny,https://www.imdb.com/title/tt3716530/,tt3716530,Spike Jonze
Mine Vaganti,72.0,73.0,Ferzan Ozpetek,,2012-06-01,9100000,0,18872126,2012-06-01,9100000,0,18872126,Mine Vaganti,7.2,Riccardo Scamarcio,Nicole Grimaudo,Alessandro Preziosi,https://www.imdb.com/title/tt1405810/,tt1405810,Ferzan Ozpetek
Zarafa,76.0,65.0,"Rémi Bezançon, Jean-Christophe Lie",,2012-10-11,9100000,0,14709816,2012-10-11,9100000,0,14709816,Zarafa,6.9,Max Renaudin Pratt,Simon Abkarian,Abraham Adesoye,https://www.imdb.com/title/tt2077908/,tt2077908,Rémi Bezançon
Split,77.0,79.0,English,PG-13,2017-01-18,9000000,138141585,278754594,2017-01-18,9000000,138141585,278754594,Split,7.3,James McAvoy,Anya Taylor-Joy,Haley Lu Richardson,https://www.imdb.com/title/tt4972582/,tt4972582,M. Night Shyamalan
The Texas Chainsaw Massacre,32.0,29.0,English,R,2003-10-17,9000000,80571655,107967319,2003-10-17,9000000,80571655,107967319,The Texas Chainsaw Massacre,6.2,Jessica Biel,Jonathan Tucker,Andrew Bryniarski,https://www.imdb.com/title/tt0324216/,tt0324216,David Blue Garcia
