title_x,tomatometer_score,audience_score_rt,original_language,MPA_Ratings,release_date_x,budget_x,domestic_gross_x,worldwide_gross_x,release_date,budget,domestic_gross,worldwide_gross,title,imdb_rating,cast_1,cast_2,cast_3,movie_url,imdb_id,director
The Informer,62.0,63.0,English,R,2019-08-30,60000000,300460,2369336,2019-08-30,60000000,300460,2369336,The Informer,6.6,Joel Kinnaman,Rosamund Pike,Common,https://www.imdb.com/title/tt1833116/,tt1833116,Andrea Di Stefano
Sherlock Gnomes,27.0,36.0,English,PG,2018-03-15,59000000,43242871,87527651,2018-03-15,59000000,43242871,87527651,Sherlock Gnomes,5.2,Johnny Depp,James McAvoy,Emily Blunt,https://www.imdb.com/title/tt2296777/,tt2296777,John Stevenson
The Kid Who Would Be King,90.0,55.0,English,PG,2019-01-18,59000000,16790790,28296983,2019-01-18,59000000,16790790,28296983,The Kid Who Would Be King,6.1,Louis Ashbourne Serkis,Denise Gough,Dean Chaumoo,https://www.imdb.com/title/tt6811018/,tt6811018,Joe Cornish
Deadpool,85.0,90.0,English,R,2016-02-09,58000000,363070709,784157111,2016-02-09,58000000,363070709,784157111,Deadpool,8.0,Ryan Reynolds,Morena Baccarin,T.J. Miller,https://www.imdb.com/title/tt1431045/,tt1431045,Tim Miller
American Sniper,72.0,84.0,English,R,2014-12-25,58000000,350126372,547326372,2014-12-25,58000000,350126372,547326372,American Sniper,7.3,Bradley Cooper,Sienna Miller,Kyle Gallner,https://www.imdb.com/title/tt2179136/,tt2179136,Clint Eastwood
Goosebumps,78.0,62.0,English,PG,2015-10-14,58000000,80069458,158911568,2015-10-14,58000000,80069458,158911568,Goosebumps,6.3,Jack Black,Dylan Minnette,Odeya Rush,https://www.imdb.com/title/tt1051904/,tt1051904,Rob Letterman
Red Tails,40.0,58.0,English,PG-13,2012-01-20,58000000,49876377,50365498,2012-01-20,58000000,49876377,50365498,Red Tails,5.9,Cuba Gooding Jr.,Gerald McRaney,David Oyelowo,https://www.imdb.com/title/tt0485985/,tt0485985,Anthony Hemingway
Just Like Heaven,55.0,75.0,English,PG-13,2005-09-16,58000000,48318130,100687083,2005-09-16,58000000,48318130,100687083,Just Like Heaven,6.7,Reese Witherspoon,Mark Ruffalo,Donal Logue,https://www.imdb.com/title/tt0425123/,tt0425123,Mark Waters
The Internship,35.0,51.0,English,PG-13,2013-06-07,58000000,44672764,93672764,2013-06-07,58000000,44672764,93672764,The Internship,6.3,Vince Vaughn,Owen Wilson,Rose Byrne,https://www.imdb.com/title/tt2234155/,tt2234155,Shawn Levy
The Flintstones in Viva Rock Vegas,25.0,20.0,English,PG,2000-04-28,58000000,35231365,59431365,2000-04-28,58000000,35231365,59431365,The Flintstones in Viva Rock Vegas,3.7,Mark Addy,Stephen Baldwin,Kristen Johnston,https://www.imdb.com/title/tt0158622/,tt0158622,Brian Levant
Leatherheads,52.0,38.0,English,PG-13,2008-04-04,58000000,31373938,41348628,2008-04-04,58000000,31373938,41348628,Leatherheads,6.0,George Clooney,Renée Zellweger,John Krasinski,https://www.imdb.com/title/tt0379865/,tt0379865,George Clooney
Life,67.0,54.0,English,R,2017-03-22,58000000,30234022,101815660,2017-03-22,58000000,30234022,101815660,Life,6.6,Jake Gyllenhaal,Rebecca Ferguson,Ryan Reynolds,https://www.imdb.com/title/tt5442430/,tt5442430,Daniel Espinosa
Did You Hear About the Morgans?,12.0,27.0,English,PG-13,2009-12-18,58000000,29580087,80480566,2009-12-18,58000000,29580087,80480566,Did You Hear About the Morgans?,4.9,Hugh Grant,Sarah Jessica Parker,Sam Elliott,https://www.imdb.com/title/tt1314228/,tt1314228,Marc Lawrence
"Che, Part 1: The Argentine",68.0,75.0,Steven Soderbergh,,2008-12-12,58000000,1802521,31627370,2008-12-12,58000000,1802521,31627370,"Che, Part 1: The Argentine",7.2,Julia Ormond,Benicio Del Toro,Oscar Isaac,https://www.imdb.com/title/tt0892255/,tt0892255,Steven Soderbergh
Sex and the City,49.0,77.0,English,R,2008-05-30,57500000,152647258,415247258,2008-05-30,57500000,152647258,415247258,Sex and the City,5.7,Sarah Jessica Parker,Kim Cattrall,Cynthia Nixon,https://www.imdb.com/title/tt1000774/,tt1000774,
Resident Evil: Afterlife,21.0,48.0,English,R,2010-09-10,57500000,60128566,295874190,2010-09-10,57500000,60128566,295874190,Resident Evil: Afterlife,5.8,Milla Jovovich,Ali Larter,Wentworth Miller,https://www.imdb.com/title/tt1220634/,tt1220634,Paul W.S. Anderson
That’s My Boy,20.0,51.0,English,R,2012-06-13,57500000,36931089,58879681,2012-06-13,57500000,36931089,58879681,That’s My Boy,5.5,Adam Sandler,Andy Samberg,Leighton Meester,https://www.imdb.com/title/tt1232200/,tt1232200,Sean Anders
Ghost Rider: Spirit of Vengeance,18.0,31.0,English,PG-13,2012-02-17,57000000,51774002,149217355,2012-02-17,57000000,51774002,149217355,Ghost Rider: Spirit of Vengeance,4.3,Nicolas Cage,Ciarán Hinds,Idris Elba,https://www.imdb.com/title/tt1071875/,tt1071875,Mark Neveldine
After the Sunset,18.0,52.0,English,PG-13,2004-11-12,57000000,28328132,38329114,2004-11-12,57000000,28328132,38329114,After the Sunset,6.3,Pierce Brosnan,Salma Hayek,Woody Harrelson,https://www.imdb.com/title/tt0367479/,tt0367479,Brett Ratner
Captain Corelli's Mandolin,28.0,50.0,English,R,2001-08-17,57000000,25528495,62097495,2001-08-17,57000000,25528495,62097495,Captain Corelli's Mandolin,5.9,Nicolas Cage,Penélope Cruz,John Hurt,https://www.imdb.com/title/tt0238112/,tt0238112,John Madden
Into the Woods,71.0,49.0,English,PG,2014-12-25,56200000,128002372,212550576,2014-12-25,56200000,128002372,212550576,Into the Woods,5.9,Anna Kendrick,Meryl Streep,Chris Pine,https://www.imdb.com/title/tt2180411/,tt2180411,Sam Raimi
Anger Management,42.0,60.0,English,PG-13,2003-04-11,56000000,135560942,195484552,2003-04-11,56000000,135560942,195484552,Anger Management,6.2,Jack Nicholson,Adam Sandler,Marisa Tomei,https://www.imdb.com/title/tt0305224/,tt0305224,Peter Segal
The Pacifier,21.0,58.0,English,PG,2005-03-04,56000000,113006880,198006880,2005-03-04,56000000,113006880,198006880,The Pacifier,5.6,Vin Diesel,Brittany Snow,Max Thieriot,https://www.imdb.com/title/tt0395699/,tt0395699,Adam Shankman
Walking Tall,26.0,59.0,English,PG-13,2004-04-02,56000000,46213824,47856383,2004-04-02,56000000,46213824,47856383,Walking Tall,6.2,Dwayne Johnson,Ashley Scott,Johnny Knoxville,https://www.imdb.com/title/tt0351977/,tt0351977,Kevin Bray
Zhuo yao ji,50.0,53.0,Raman Hui,,2015-07-12,56000000,32766,359295591,2015-07-12,56000000,32766,359295591,Zhuo yao ji,6.1,Baihe Bai,Boran Jing,Wu Jiang,https://www.imdb.com/title/tt3781476/,tt3781476,Raman Hui
Joker,68.0,88.0,English,R,2019-10-02,55000000,335451311,1072507517,2019-10-02,55000000,335451311,1072507517,Joker,8.4,Joaquin Phoenix,Robert De Niro,Zazie Beetz,https://www.imdb.com/title/tt7286456/,tt7286456,Todd Phillips
Alvin and the Chipmunks,28.0,64.0,English,PG,2007-12-14,55000000,217326974,362605033,2007-12-14,55000000,217326974,362605033,Alvin and the Chipmunks,5.2,Jason Lee,Ross Bagdasarian Jr.,Janice Karman,https://www.imdb.com/title/tt0952640/,tt0952640,Tim Hill
Bohemian Rhapsody,60.0,85.0,English,PG-13,2018-10-26,55000000,216303339,886918326,2018-10-26,55000000,216303339,886918326,Bohemian Rhapsody,8.0,Rami Malek,Lucy Boynton,Gwilym Lee,https://www.imdb.com/title/tt1727824/,tt1727824,Bryan Singer
Hitch,68.0,62.0,English,PG-13,2005-02-11,55000000,177784257,366784257,2005-02-11,55000000,177784257,366784257,Hitch,6.7,Will Smith,Eva Mendes,Kevin James,https://www.imdb.com/title/tt0386588/,tt0386588,Andy Tennant
Meet the Parents,84.0,79.0,English,PG-13,2000-10-06,55000000,166225040,330425040,2000-10-06,55000000,166225040,330425040,Meet the Parents,7.0,Ben Stiller,Robert De Niro,Teri Polo,https://www.imdb.com/title/tt0212338/,tt0212338,Jay Roach
The Pursuit of Happyness,67.0,87.0,English,PG-13,2006-12-15,55000000,162586036,307311093,2006-12-15,55000000,162586036,307311093,The Pursuit of Happyness,8.0,Will Smith,Thandiwe Newton,Jaden Smith,https://www.imdb.com/title/tt0454921/,tt0454921,Gabriele Muccino
Fifty Shades Darker,11.0,48.0,English,R,2017-02-08,55000000,114434010,381367046,2017-02-08,55000000,114434010,381367046,Fifty Shades Darker,4.6,Dakota Johnson,Jamie Dornan,Eric Johnson,https://www.imdb.com/title/tt4465564/,tt4465564,James Foley
Captain Phillips,93.0,89.0,English,PG-13,2013-10-11,55000000,107136417,220648184,2013-10-11,55000000,107136417,220648184,Captain Phillips,7.8,Tom Hanks,Barkhad Abdi,Barkhad Abdirahman,https://www.imdb.com/title/tt1535109/,tt1535109,Paul Greengrass
American Wedding,53.0,63.0,English,R,2003-08-01,55000000,104354205,232354205,2003-08-01,55000000,104354205,232354205,American Wedding,6.3,Jason Biggs,Alyson Hannigan,Seann William Scott,https://www.imdb.com/title/tt0328828/,tt0328828,Jesse Dylan
Murder on the Orient Express,60.0,53.0,English,PG-13,2017-11-03,55000000,102826543,351767147,2017-11-03,55000000,102826543,351767147,Murder on the Orient Express,6.5,Kenneth Branagh,Penélope Cruz,Willem Dafoe,https://www.imdb.com/title/tt3402236/,tt3402236,Kenneth Branagh
The Equalizer,60.0,76.0,English,R,2014-09-26,55000000,101530738,192903624,2014-09-26,55000000,101530738,192903624,The Equalizer,7.2,Denzel Washington,Marton Csokas,Chloë Grace Moretz,https://www.imdb.com/title/tt0455944/,tt0455944,Antoine Fuqua
Fifty Shades Freed,11.0,37.0,English,R,2018-02-07,55000000,100407760,371985018,2018-02-07,55000000,100407760,371985018,Fifty Shades Freed,4.5,Dakota Johnson,Jamie Dornan,Eric Johnson,https://www.imdb.com/title/tt4477536/,tt4477536,James Foley
Date Night,66.0,55.0,English,PG-13,2010-04-09,55000000,98711404,152269033,2010-04-09,55000000,98711404,152269033,Date Night,6.3,Steve Carell,Tina Fey,Mark Wahlberg,https://www.imdb.com/title/tt1279935/,tt1279935,Shawn Levy
Maid in Manhattan,38.0,43.0,English,PG-13,2002-12-13,55000000,93932896,163838217,2002-12-13,55000000,93932896,163838217,Maid in Manhattan,5.3,Jennifer Lopez,Ralph Fiennes,Natasha Richardson,https://www.imdb.com/title/tt0252076/,tt0252076,Wayne Wang
Flightplan,37.0,48.0,English,PG-13,2005-09-23,55000000,89706988,214392904,2005-09-23,55000000,89706988,214392904,Flightplan,6.3,Jodie Foster,Peter Sarsgaard,Sean Bean,https://www.imdb.com/title/tt0408790/,tt0408790,Robert Schwentke
Paddington,99.0,87.0,English (United Kingdom),PG,2014-11-28,55000000,76223578,252410984,2014-11-28,55000000,76223578,252410984,Paddington,7.3,Hugh Bonneville,Sally Hawkins,Julie Walters,https://www.imdb.com/title/tt1109624/,tt1109624,Paul King
R.V.,24.0,45.0,English,PG,2006-04-28,55000000,71724497,87473024,2006-04-28,55000000,71724497,87473024,R.V.,5.6,Robin Williams,Cheryl Hines,Kristin Chenoweth,https://www.imdb.com/title/tt0449089/,tt0449089,Barry Sonnenfeld
Kill Bill: Volume 1,85.0,81.0,English,R,2003-10-10,55000000,70098138,176469428,2003-10-10,55000000,70098138,176469428,Kill Bill: Volume 1,8.2,Uma Thurman,David Carradine,Daryl Hannah,https://www.imdb.com/title/tt0266697/,tt0266697,Quentin Tarantino
Mr. Poppers's Penguins,47.0,53.0,English,PG,2011-06-17,55000000,68224452,189624452,2011-06-17,55000000,68224452,189624452,Mr. Poppers's Penguins,6.0,Jim Carrey,Carla Gugino,Angela Lansbury,https://www.imdb.com/title/tt1396218/,tt1396218,Mark Waters
Kill Bill: Volume 2,84.0,89.0,English,R,2004-04-16,55000000,66207920,153535982,2004-04-16,55000000,66207920,153535982,Kill Bill: Volume 2,8.0,Uma Thurman,David Carradine,Michael Madsen,https://www.imdb.com/title/tt0378194/,tt0378194,Quentin Tarantino
Shanghai Noon,80.0,65.0,English,PG-13,2000-05-26,55000000,56932305,71189835,2000-05-26,55000000,56932305,71189835,Shanghai Noon,6.6,Jackie Chan,Owen Wilson,Lucy Liu,https://www.imdb.com/title/tt0184894/,tt0184894,Tom Dey
Free Birds,20.0,44.0,English,PG,2013-10-31,55000000,55750480,110387072,2013-10-31,55000000,55750480,110387072,Free Birds,5.8,Woody Harrelson,Owen Wilson,Dan Fogler,https://www.imdb.com/title/tt1621039/,tt1621039,Jimmy Hayward
The Forbidden Kingdom,63.0,60.0,English,PG-13,2008-04-18,55000000,52075270,129075270,2008-04-18,55000000,52075270,129075270,The Forbidden Kingdom,6.6,Jackie Chan,Jet Li,Michael Angarano,https://www.imdb.com/title/tt0865556/,tt0865556,Rob Minkoff
The Phantom of the Opera,33.0,84.0,English,PG-13,2004-12-08,55000000,51225796,153770052,2004-12-08,55000000,51225796,153770052,The Phantom of the Opera,7.2,Gerard Butler,Emmy Rossum,Patrick Wilson,https://www.imdb.com/title/tt0293508/,tt0293508,Joel Schumacher
Muppets Most Wanted,80.0,58.0,English,PG,2014-03-21,55000000,51178893,79312301,2014-03-21,55000000,51178893,79312301,Muppets Most Wanted,6.4,Ricky Gervais,Ty Burrell,Tina Fey,https://www.imdb.com/title/tt2281587/,tt2281587,James Bobin
Kubo and the Two Strings,97.0,86.0,English,PG,2016-08-18,55000000,48023088,77548122,2016-08-18,55000000,48023088,77548122,Kubo and the Two Strings,7.8,Charlize Theron,Art Parkinson,Matthew McConaughey,https://www.imdb.com/title/tt4302938/,tt4302938,Travis Knight
Burlesque,37.0,64.0,English,PG-13,2010-11-24,55000000,39440655,90552675,2010-11-24,55000000,39440655,90552675,Burlesque,6.4,Cher,Christina Aguilera,Alan Cumming,https://www.imdb.com/title/tt1126591/,tt1126591,Steve Antin
Changeling,62.0,82.0,English,R,2008-10-24,55000000,35739802,113805580,2008-10-24,55000000,35739802,113805580,Changeling,7.8,Angelina Jolie,Colm Feore,Amy Ryan,https://www.imdb.com/title/tt0824747/,tt0824747,Clint Eastwood
The Watch,16.0,39.0,English,R,2012-07-27,55000000,34353000,67130045,2012-07-27,55000000,34353000,67130045,The Watch,5.7,Ben Stiller,Vince Vaughn,Jonah Hill,https://www.imdb.com/title/tt1298649/,tt1298649,Akiva Schaffer
The Hunted,29.0,47.0,English,R,2003-03-14,55000000,34234008,47213095,2003-03-14,55000000,34234008,47213095,The Hunted,6.0,Tommy Lee Jones,Benicio Del Toro,Connie Nielsen,https://www.imdb.com/title/tt0269347/,tt0269347,William Friedkin
Stuck On You,61.0,35.0,English,PG-13,2003-12-12,55000000,33832741,63537164,2003-12-12,55000000,33832741,63537164,Stuck On You,5.8,Matt Damon,Greg Kinnear,Eva Mendes,https://www.imdb.com/title/tt0338466/,tt0338466,Bobby Farrelly
Semi-Pro,22.0,38.0,English,R,2008-02-29,55000000,33479698,43980363,2008-02-29,55000000,33479698,43980363,Semi-Pro,5.8,Will Ferrell,Woody Harrelson,André 3000,https://www.imdb.com/title/tt0839980/,tt0839980,Kent Alterman
Annihilation,88.0,66.0,English,R,2018-02-23,55000000,32732301,43070915,2018-02-23,55000000,32732301,43070915,Annihilation,6.8,Natalie Portman,Jennifer Jason Leigh,Tessa Thompson,https://www.imdb.com/title/tt2798920/,tt2798920,Alex Garland
Crimson Peak,72.0,55.0,English,R,2015-10-14,55000000,31090320,74966854,2015-10-14,55000000,31090320,74966854,Crimson Peak,6.5,Mia Wasikowska,Jessica Chastain,Tom Hiddleston,https://www.imdb.com/title/tt2554274/,tt2554274,Guillermo del Toro
The Pirates! Band of Misfits,86.0,60.0,English,PG,2012-03-28,55000000,31051126,136143605,2012-03-28,55000000,31051126,136143605,The Pirates! Band of Misfits,6.7,Hugh Grant,Salma Hayek,Jeremy Piven,https://www.imdb.com/title/tt1430626/,tt1430626,Peter Lord
Aeon Flux,9.0,39.0,English,PG-13,2005-12-02,55000000,25857987,53913573,2005-12-02,55000000,25857987,53913573,Aeon Flux,5.4,Charlize Theron,Frances McDormand,Sophie Okonedo,https://www.imdb.com/title/tt0402022/,tt0402022,Karyn Kusama
Elizabeth: The Golden Age,35.0,59.0,English,PG-13,2007-10-12,55000000,16285240,74870866,2007-10-12,55000000,16285240,74870866,Elizabeth: The Golden Age,6.8,Cate Blanchett,Clive Owen,Geoffrey Rush,https://www.imdb.com/title/tt0414055/,tt0414055,Shekhar Kapur
Imagine That,41.0,40.0,English,PG,2009-06-12,55000000,16222392,22438144,2009-06-12,55000000,16222392,22438144,Imagine That,5.6,Eddie Murphy,Thomas Haden Church,Yara Shahidi,https://www.imdb.com/title/tt0780567/,tt0780567,Karey Kirkpatrick
Gods and Generals,8.0,64.0,English,PG-13,2003-02-21,55000000,12882934,12923936,2003-02-21,55000000,12882934,12923936,Gods and Generals,6.2,Stephen Lang,Robert Duvall,Jeff Daniels,https://www.imdb.com/title/tt0279111/,tt0279111,Ron Maxwell
Bullet to the Head,45.0,39.0,English,R,2013-01-31,55000000,9489829,22597969,2013-01-31,55000000,9489829,22597969,Bullet to the Head,5.7,Sylvester Stallone,Jason Momoa,Christian Slater,https://www.imdb.com/title/tt1308729/,tt1308729,Walter Hill
All the King's Men,97.0,78.0,Robert Rossen,,2006-09-22,55000000,7221458,9521458,2006-09-22,55000000,7221458,9521458,All the King's Men,6.1,Sean Penn,Jude Law,Kate Winslet,https://www.imdb.com/title/tt0405676/,tt0405676,Steven Zaillian
Thunderbirds,19.0,37.0,English,PG,2004-07-30,55000000,6768055,28231444,2004-07-30,55000000,6768055,28231444,Thunderbirds,4.3,Bill Paxton,Anthony Edwards,Ben Kingsley,https://www.imdb.com/title/tt0167456/,tt0167456,Jonathan Frakes
Un long dimanche de fiançailles,78.0,85.0,French (France),R,2004-11-26,55000000,6167817,69722444,2004-11-26,55000000,6167817,69722444,Un long dimanche de fiançailles,7.6,Audrey Tautou,Gaspard Ulliel,Jodie Foster,https://www.imdb.com/title/tt0344510/,tt0344510,Jean-Pierre Jeunet
Lucky You,28.0,28.0,English,PG-13,2007-05-04,55000000,5755286,6521829,2007-05-04,55000000,5755286,6521829,Lucky You,5.9,Eric Bana,Drew Barrymore,Robert Duvall,https://www.imdb.com/title/tt0338216/,tt0338216,Curtis Hanson
Eye See You,18.0,28.0,English,R,2002-09-20,55000000,79161,1807990,2002-09-20,55000000,79161,1807990,Eye See You,5.3,Sylvester Stallone,Charles S. Dutton,Polly Walker,https://www.imdb.com/title/tt0160184/,tt0160184,Jim Gillespie
Blade 2,57.0,68.0,English,R,2002-03-22,54000000,81676888,154338601,2002-03-22,54000000,81676888,154338601,Blade 2,6.7,Wesley Snipes,Kris Kristofferson,Ron Perlman,https://www.imdb.com/title/tt0187738/,tt0187738,Guillermo del Toro
"You, Me and Dupree",20.0,50.0,English,PG-13,2006-07-14,54000000,75802010,130402010,2006-07-14,54000000,75802010,130402010,"You, Me and Dupree",5.6,Kate Hudson,Owen Wilson,Matt Dillon,https://www.imdb.com/title/tt0463034/,tt0463034,Anthony Russo
Seven Pounds,27.0,75.0,English,PG-13,2008-12-19,54000000,69951824,166617328,2008-12-19,54000000,69951824,166617328,Seven Pounds,7.6,Will Smith,Rosario Dawson,Woody Harrelson,https://www.imdb.com/title/tt0814314/,tt0814314,Gabriele Muccino
Elizabethtown,28.0,66.0,English,PG-13,2005-10-14,54000000,26850426,50719373,2005-10-14,54000000,26850426,50719373,Elizabethtown,6.4,Orlando Bloom,Kirsten Dunst,Susan Sarandon,https://www.imdb.com/title/tt0368709/,tt0368709,Cameron Crowe
Gigli,6.0,13.0,English,R,2003-08-01,54000000,6087542,7126002,2003-08-01,54000000,6087542,7126002,Gigli,2.6,Ben Affleck,Jennifer Lopez,Justin Bartha,https://www.imdb.com/title/tt0299930/,tt0299930,Martin Brest
Shaft,34.0,94.0,English,R,2000-06-16,53012938,70327868,107190108,2000-06-16,53012938,70327868,107190108,Shaft,6.0,Samuel L. Jackson,Vanessa Williams,Christian Bale,https://www.imdb.com/title/tt0162650/,tt0162650,John Singleton
The Dukes of Hazzard,14.0,47.0,English,PG-13,2005-08-05,53000000,80270227,109848461,2005-08-05,53000000,80270227,109848461,The Dukes of Hazzard,5.1,Seann William Scott,Johnny Knoxville,Jessica Simpson,https://www.imdb.com/title/tt0377818/,tt0377818,
Law Abiding Citizen,26.0,75.0,English,R,2009-10-16,53000000,73357727,131159781,2009-10-16,53000000,73357727,131159781,Law Abiding Citizen,7.4,Gerard Butler,Jamie Foxx,Leslie Bibb,https://www.imdb.com/title/tt1197624/,tt1197624,F. Gary Gray
Black Mass,73.0,68.0,English,R,2015-09-17,53000000,62575678,98837872,2015-09-17,53000000,62575678,98837872,Black Mass,6.9,Johnny Depp,Benedict Cumberbatch,Dakota Johnson,https://www.imdb.com/title/tt1355683/,tt1355683,Scott Cooper
Moulin Rouge,76.0,89.0,English,PG-13,2001-05-18,53000000,57386369,179199536,2001-05-18,53000000,57386369,179199536,Moulin Rouge,7.6,Nicole Kidman,Ewan McGregor,John Leguizamo,https://www.imdb.com/title/tt0203009/,tt0203009,Baz Luhrmann
Domestic Disturbance,24.0,37.0,English,PG-13,2001-11-02,53000000,45207112,54207112,2001-11-02,53000000,45207112,54207112,Domestic Disturbance,5.6,John Travolta,Nick Loren,Matt O'Leary,https://www.imdb.com/title/tt0249478/,tt0249478,Harold Becker
Flags of Our Fathers,72.0,69.0,English,R,2006-10-20,53000000,33602376,63657941,2006-10-20,53000000,33602376,63657941,Flags of Our Fathers,7.1,Ryan Phillippe,Barry Pepper,Joseph Cross,https://www.imdb.com/title/tt0418689/,tt0418689,Clint Eastwood
Grindhouse,84.0,87.0,English,R,2007-04-06,53000000,25031037,50187789,2007-04-06,53000000,25031037,50187789,Grindhouse,7.5,Kurt Russell,Rose McGowan,Danny Trejo,https://www.imdb.com/title/tt0462322/,tt0462322,Robert Rodriguez
Zero Dark Thirty,91.0,80.0,English,R,2012-12-19,52500000,95720716,134612435,2012-12-19,52500000,95720716,134612435,Zero Dark Thirty,7.4,Jessica Chastain,Joel Edgerton,Chris Pratt,https://www.imdb.com/title/tt1790885/,tt1790885,Kathryn Bigelow
Catch Me if You Can,96.0,89.0,English,PG-13,2002-12-25,52000000,164606800,355612291,2002-12-25,52000000,164606800,355612291,Catch Me if You Can,8.1,Leonardo DiCaprio,Tom Hanks,Christopher Walken,https://www.imdb.com/title/tt0264464/,tt0264464,Steven Spielberg
Mamma Mia!,55.0,66.0,English,PG-13,2008-07-02,52000000,144130063,602891655,2008-07-02,52000000,144130063,602891655,Mamma Mia!,6.5,Meryl Streep,Pierce Brosnan,Amanda Seyfried,https://www.imdb.com/title/tt0795421/,tt0795421,Phyllida Lloyd
The Break-Up,34.0,46.0,English,PG-13,2006-06-02,52000000,118703275,205727307,2006-06-02,52000000,118703275,205727307,The Break-Up,5.8,Jennifer Aniston,Vince Vaughn,Jon Favreau,https://www.imdb.com/title/tt0452594/,tt0452594,Peyton Reed
Valentine's Day,18.0,47.0,English,PG-13,2010-02-12,52000000,110485654,217569328,2010-02-12,52000000,110485654,217569328,Valentine's Day,5.7,Julia Roberts,Jamie Foxx,Anne Hathaway,https://www.imdb.com/title/tt0817230/,tt0817230,Garry Marshall
The Change-Up,25.0,47.0,English,R,2011-08-05,52000000,37243418,75997067,2011-08-05,52000000,37243418,75997067,The Change-Up,6.3,Jason Bateman,Ryan Reynolds,Olivia Wilde,https://www.imdb.com/title/tt1488555/,tt1488555,David Dobkin
From Paris With Love,37.0,54.0,English,R,2010-02-05,52000000,24077427,53139168,2010-02-05,52000000,24077427,53139168,From Paris With Love,6.4,John Travolta,Jonathan Rhys Meyers,Kasia Smutniak,https://www.imdb.com/title/tt1179034/,tt1179034,Pierre Morel
Bulletproof Monk,24.0,38.0,English,PG-13,2003-04-16,52000000,23010607,26922492,2003-04-16,52000000,23010607,26922492,Bulletproof Monk,5.4,Chow Yun-Fat,Seann William Scott,Jaime King,https://www.imdb.com/title/tt0245803/,tt0245803,Paul Hunter
"Me, Myself & Irene",48.0,57.0,Chris Green,R,2000-06-23,51000000,90570999,149270999,2000-06-23,51000000,90570999,149270999,"Me, Myself & Irene",6.6,Jim Carrey,Renée Zellweger,Anthony Anderson,https://www.imdb.com/title/tt0183505/,tt0183505,Bobby Farrelly
Barnyard: The Original Party Animals,22.0,52.0,English,PG,2006-08-04,51000000,72779000,118583844,2006-08-04,51000000,72779000,118583844,Barnyard: The Original Party Animals,5.6,Kevin James,Courteney Cox,Danny Glover,https://www.imdb.com/title/tt0414853/,tt0414853,Steve Oedekerk
Alpha,80.0,71.0,English,PG-13,2018-08-15,51000000,35851379,99624873,2018-08-15,51000000,35851379,99624873,Alpha,6.7,Kodi Smit-McPhee,Jóhannes Haukur Jóhannesson,Marcin Kowalczyk,https://www.imdb.com/title/tt4244998/,tt4244998,Albert Hughes
Deck the Halls,6.0,30.0,English,PG,2006-11-22,51000000,35093569,46815807,2006-11-22,51000000,35093569,46815807,Deck the Halls,5.0,Matthew Broderick,Danny DeVito,Kristin Chenoweth,https://www.imdb.com/title/tt0790604/,tt0790604,John Whitesell
The Adjustment Bureau,71.0,67.0,English,PG-13,2011-03-04,50200000,62495645,126931325,2011-03-04,50200000,62495645,126931325,The Adjustment Bureau,7.0,Matt Damon,Emily Blunt,Lisa Thoreson,https://www.imdb.com/title/tt1385826/,tt1385826,George Nolfi
The Twilight Saga: New Moon,29.0,61.0,English,PG-13,2009-11-19,50000000,296623634,687557727,2009-11-19,50000000,296623634,687557727,The Twilight Saga: New Moon,4.7,Kristen Stewart,Robert Pattinson,Taylor Lautner,https://www.imdb.com/title/tt1259571/,tt1259571,Chris Weitz
Shrek,88.0,90.0,English,PG,2001-05-18,50000000,267655011,491812794,2001-05-18,50000000,267655011,491812794,Shrek,7.9,Mike Myers,Eddie Murphy,Cameron Diaz,https://www.imdb.com/title/tt0126029/,tt0126029,Andrew Adamson
Ted,84.0,46.0,English,R,2012-06-29,50000000,218665740,556016627,2012-06-29,50000000,218665740,556016627,Ted,6.9,Mark Wahlberg,Mila Kunis,Seth MacFarlane,https://www.imdb.com/title/tt1637725/,tt1637725,Seth MacFarlane
22 Jump Street,84.0,77.0,English,R,2014-06-05,50000000,191719337,331333876,2014-06-05,50000000,191719337,331333876,22 Jump Street,7.0,Channing Tatum,Jonah Hill,Ice Cube,https://www.imdb.com/title/tt2294449/,tt2294449,Phil Lord
Daddy’s Home,30.0,49.0,English,PG-13,2015-12-25,50000000,150357137,241504989,2015-12-25,50000000,150357137,241504989,Daddy’s Home,6.1,Will Ferrell,Mark Wahlberg,Linda Cardellini,https://www.imdb.com/title/tt1528854/,tt1528854,Sean Anders
Central Intelligence,71.0,62.0,English,PG-13,2016-06-16,50000000,127440871,217194805,2016-06-16,50000000,127440871,217194805,Central Intelligence,6.3,Dwayne Johnson,Kevin Hart,Danielle Nicolet,https://www.imdb.com/title/tt1489889/,tt1489889,Rawson Marshall Thurber
Anchorman 2: The Legend Continues,75.0,52.0,English,PG-13,2013-12-18,50000000,127413176,172246223,2013-12-18,50000000,127413176,172246223,Anchorman 2: The Legend Continues,6.3,Will Ferrell,Christina Applegate,Paul Rudd,https://www.imdb.com/title/tt1229340/,tt1229340,Adam McKay
Super 8,81.0,75.0,English,PG-13,2011-06-10,50000000,127004179,257972745,2011-06-10,50000000,127004179,257972745,Super 8,7.0,Elle Fanning,AJ Michalka,Kyle Chandler,https://www.imdb.com/title/tt1650062/,tt1650062,J.J. Abrams
