rating_check,runtime,genre
6.7,['115'],"['Biography', 'Drama', 'History', 'Romance']"
5.6,['88'],"['Comedy', 'Crime']"
6.7,['119'],"['Drama', 'Romance']"
5.6,['99'],"['Horror', 'Thriller']"
5.4,['95'],"['Action', 'Adventure', 'Fantasy']"
6.1,['108'],"['Crime', 'Drama', 'Mystery', 'Thriller']"
5.7,['98'],"['Action', 'Adventure', 'Crime', 'Thriller']"
4.1,['84'],"['Action', 'Comedy', 'Crime']"
7.9,['87'],"['Animation', 'Adventure', 'Comedy', 'Crime', 'Drama', 'Family']"
5.4,['91'],"['Action', 'Comedy', 'Crime', 'Fantasy', 'Mystery', 'Thriller']"
6.5,['107'],"['Biography', 'Drama', 'Family', 'Romance']"
7.6,['114'],"['Adventure', 'Drama', 'History', 'Thriller']"
5.9,['91'],"['Comedy', 'Drama']"
7.3,['143'],"['Crime', 'Drama', 'History', 'Thriller']"
6.5,['123'],"['Biography', 'Drama', 'History', 'Romance']"
6.6,['121'],"['Action', 'Thriller']"
5.1,['102'],"['Action', 'Crime', 'Drama', 'Thriller']"
5.9,['105'],"['Action', 'Comedy']"
5.8,['103'],"['Comedy', 'Romance']"
5.8,['111'],"['Adventure', 'Biography', 'Drama', 'Romance']"
5.8,['119'],"['Action', 'Adventure', 'Fantasy', 'Thriller']"
4.9,['91'],"['Comedy', 'Crime', 'Family', 'Romance']"
6.2,['103'],"['Comedy', 'Drama', 'Romance']"
3.4,['101'],"['Crime', 'Horror', 'Thriller']"
6.4,['100'],"['Comedy', 'Drama', 'Music']"
5.8,['115'],"['Action', 'Crime', 'Thriller']"
6.7,['108'],"['Action', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']"
5.9,['89'],['Comedy']
5.6,['106'],"['Drama', 'Thriller']"
8.1,['159'],"['Action', 'Drama']"
5.1,['103'],"['Action', 'Adventure', 'Crime', 'Thriller']"
6.2,['95'],"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']"
6.0,['110'],"['Drama', 'Horror', 'Sci-Fi', 'Thriller']"
6.3,['149'],['Drama']
4.4,['93'],"['Action', 'Adventure', 'Thriller']"
5.7,['88'],"['Adventure', 'Comedy', 'Fantasy']"
7.1,['126'],"['Action', 'Sci-Fi', 'Thriller']"
7.2,['107'],"['Sci-Fi', 'Thriller']"
6.2,['113'],"['Action', 'Drama', 'Sport', 'Thriller', 'War']"
4.3,['94'],"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Romance']"
6.8,['101'],"['Adventure', 'Comedy', 'Drama', 'Thriller', 'War']"
5.1,['93'],"['Action', 'Adventure', 'Family', 'Mystery', 'Romance', 'Thriller']"
7.3,['288'],"['Action', 'Adventure', 'Drama', 'History', 'War']"
6.7,['90'],"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Music', 'Romance', 'Sci-Fi']"
6.1,['104'],"['Action', 'Adventure', 'Fantasy', 'Horror']"
6.6,['117'],"['Action', 'Adventure', 'Drama', 'History', 'Thriller']"
5.2,['128'],"['Action', 'Drama', 'History', 'Thriller', 'War']"
6.3,['88'],"['Animation', 'Adventure', 'Family', 'Fantasy']"
7.1,['107'],"['Comedy', 'Drama', 'Fantasy', 'Romance', 'Sci-Fi']"
5.6,['102'],"['Comedy', 'Romance']"
6.9,['87'],"['Animation', 'Comedy', 'Drama', 'Family', 'Horror', 'Sci-Fi', 'Thriller']"
7.8,['119'],"['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
6.7,['86'],"['Action', 'Comedy', 'Thriller']"
5.3,['110'],"['Biography', 'Drama', 'Romance', 'Sport']"
6.5,['130'],"['Action', 'Biography', 'Drama', 'Romance', 'War']"
6.8,['106'],"['Action', 'Crime', 'Thriller']"
6.2,['108'],"['Comedy', 'Romance']"
6.4,['96'],"['Comedy', 'Romance']"
5.2,['100'],"['Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']"
6.2,['89'],"['Animation', 'Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']"
4.4,['94'],"['Action', 'Comedy', 'Crime', 'Family']"
6.2,['111'],['Comedy']
6.9,['122'],"['Drama', 'Romance']"
6.5,['115'],"['Comedy', 'Drama', 'Romance']"
6.4,['119'],"['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
6.2,['123'],"['Comedy', 'Crime', 'Romance']"
5.7,['115'],"['Crime', 'Drama', 'Thriller']"
5.2,['112'],"['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
6.1,['111'],"['Action', 'Sci-Fi', 'Thriller']"
8.1,['123'],"['Action', 'Biography', 'Drama', 'Sport']"
5.6,['102'],"['Drama', 'Romance']"
5.5,['98'],"['Comedy', 'Drama']"
6.6,['110'],"['Action', 'Horror', 'Sci-Fi', 'War']"
6.7,['133'],"['Mystery', 'Thriller']"
7.6,['134'],"['Action', 'Biography', 'Drama']"
6.2,['103'],"['Horror', 'Mystery', 'Sci-Fi']"
6.3,['105'],"['Drama', 'Music']"
5.5,['102'],"['Action', 'Crime', 'Drama']"
6.4,['90'],"['Adventure', 'Family', 'Fantasy', 'Sci-Fi']"
6.9,['122'],"['Crime', 'Drama', 'Western']"
5.2,['90'],"['Action', 'Adventure', 'Drama', 'Thriller', 'Western']"
4.8,['97'],"['Adventure', 'Comedy', 'History', 'Romance']"
7.0,['126'],"['Comedy', 'Drama']"
5.7,['110'],"['Comedy', 'Drama', 'Romance']"
7.1,['138'],['Drama']
7.3,['130'],"['Biography', 'Drama', 'Sport']"
5.3,['122'],"['Drama', 'Fantasy', 'Romance']"
7.0,['110'],"['Comedy', 'Crime']"
7.6,['133'],"['Action', 'Drama', 'Sport']"
7.5,['125'],"['Crime', 'Drama', 'Thriller']"
6.8,['113'],"['Drama', 'Family']"
6.9,['100'],"['Action', 'Comedy', 'Crime', 'Thriller']"
7.0,['96'],"['Comedy', 'Crime', 'Drama', 'Thriller']"
6.2,['98'],"['Comedy', 'Fantasy', 'Romance']"
5.0,['111'],"['Drama', 'Romance', 'Thriller']"
6.0,['96'],"['Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy']"
6.1,['110'],"['Comedy', 'Drama', 'Romance']"
5.6,['107'],"['Action', 'Comedy', 'Crime']"
6.0,['114'],"['Drama', 'Horror', 'Mystery', 'Thriller']"
4.5,['81'],"['Animation', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']"
5.4,['105'],"['Comedy', 'Drama', 'Romance']"
7.6,['136'],"['Drama', 'Music', 'Romance']"
5.9,['84'],"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical', 'Romance']"
7.1,['116'],"['Crime', 'Drama', 'Thriller']"
6.4,['101'],"['Comedy', 'Sci-Fi']"
6.4,['107'],"['Drama', 'Family']"
6.8,['97'],"['Drama', 'Romance']"
6.0,['109'],"['Action', 'Crime', 'Drama', 'Thriller']"
5.8,['104'],"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']"
5.3,['95'],"['Biography', 'Comedy', 'Drama', 'Romance']"
7.0,['105'],"['Action', 'Biography', 'Drama', 'History']"
5.7,['122'],"['Biography', 'Drama', 'War']"
5.7,['128'],"['Adventure', 'Biography', 'Drama', 'History', 'Romance']"
5.4,['95'],['Comedy']
7.3,['135'],['Horror']
7.7,['100'],['Comedy']
7.6,['129'],"['Biography', 'Drama', 'Sport']"
7.6,['110'],"['Drama', 'Western']"
5.7,['111'],"['Comedy', 'Crime', 'Drama']"
6.9,['109'],"['Comedy', 'Drama']"
6.9,['98'],"['Comedy', 'Crime']"
5.6,['88'],"['Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']"
6.2,['125'],"['Comedy', 'Drama', 'Romance']"
7.5,['125'],"['Biography', 'Comedy', 'Drama']"
6.8,['123'],"['Crime', 'Drama', 'History', 'Thriller']"
6.1,['99'],"['Comedy', 'Romance']"
5.5,['100'],"['Comedy', 'Family']"
5.9,['105'],"['Comedy', 'Romance']"
6.2,['134'],"['Comedy', 'Romance']"
6.3,['100'],"['Action', 'Comedy', 'Family', 'Sci-Fi']"
5.2,['95'],"['Crime', 'Drama', 'Horror', 'Mystery']"
6.4,['107'],"['Crime', 'Horror', 'Sci-Fi', 'Thriller']"
5.5,['85'],"['Comedy', 'Sport']"
7.2,['123'],"['Biography', 'Drama', 'Family', 'History', 'Sport']"
6.6,['109'],"['Comedy', 'Romance']"
5.7,['92'],['Comedy']
6.2,['87'],"['Animation', 'Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']"
6.9,['109'],"['Biography', 'Drama', 'Sport']"
7.1,['122'],"['Action', 'Adventure', 'Crime', 'Drama', 'Mystery', 'Thriller']"
5.3,['88'],"['Comedy', 'Family']"
4.9,['93'],"['Horror', 'Thriller']"
5.6,['90'],"['Adventure', 'Comedy', 'Fantasy', 'Horror']"
6.5,['130'],"['Action', 'Drama', 'History', 'War']"
6.5,['92'],"['Action', 'Fantasy', 'Thriller']"
5.9,['98'],"['Comedy', 'Romance']"
5.2,['91'],"['Comedy', 'Romance']"
5.3,['100'],"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']"
6.7,['100'],"['Action', 'Horror', 'Sci-Fi']"
6.2,['104'],"['Comedy', 'Crime', 'Thriller']"
5.8,['112'],"['Comedy', 'Drama', 'Romance']"
6.8,['101'],"['Adventure', 'Drama', 'Family', 'Fantasy', 'History', 'Romance']"
6.7,['109'],"['Action', 'Sci-Fi', 'Thriller']"
5.3,['104'],"['Comedy', 'Romance']"
6.5,['137'],"['Biography', 'Drama', 'Romance']"
5.8,['106'],"['Drama', 'Romance']"
6.1,['94'],"['Action', 'Thriller']"
5.1,['87'],"['Action', 'Comedy', 'Crime']"
7.1,['123'],"['Biography', 'Drama', 'Sport']"
7.0,['113'],"['Action', 'Thriller']"
7.2,['104'],"['Drama', 'Romance']"
4.9,['95'],"['Adventure', 'Comedy', 'Fantasy']"
5.8,['113'],"['Comedy', 'Sport']"
8.6,['150'],"['Biography', 'Drama', 'Music', 'War']"
5.4,['113'],"['Horror', 'Thriller']"
6.8,['122'],"['Horror', 'Mystery', 'Thriller']"
6.6,['96'],"['Action', 'Adventure', 'Biography', 'Drama', 'Romance', 'Thriller']"
6.1,['110'],"['Horror', 'Mystery']"
5.7,['91'],"['Action', 'Adventure', 'Fantasy', 'Horror']"
5.2,['101'],"['Drama', 'Fantasy', 'Horror']"
6.1,['109'],"['Comedy', 'Family', 'Fantasy', 'War']"
6.2,['101'],"['Crime', 'Mystery', 'Thriller']"
5.1,['106'],"['Action', 'Mystery', 'Thriller']"
4.6,['75'],"['Action', 'Comedy', 'Sci-Fi']"
5.1,['101'],"['Action', 'Crime', 'Mystery', 'Thriller']"
6.2,['102'],"['Comedy', 'Drama', 'Romance']"
6.5,['123'],"['Comedy', 'Drama', 'Romance']"
6.5,['109'],"['Action', 'Crime', 'Drama', 'Thriller']"
6.6,['112'],"['Biography', 'Comedy', 'Drama', 'War']"
6.3,['96'],"['Comedy', 'Family', 'Fantasy', 'Romance']"
5.7,['96'],"['Action', 'Crime', 'Thriller']"
7.5,['130'],"['Drama', 'Romance']"
5.9,['104'],"['Crime', 'Drama', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']"
6.5,['91'],"['Action', 'Crime', 'Thriller']"
6.1,['109'],"['Action', 'Crime', 'Drama', 'Thriller']"
5.5,['76'],"['Animation', 'Adventure', 'Comedy', 'Family', 'War']"
7.3,['107'],"['Comedy', 'Drama']"
5.0,['97'],"['Comedy', 'Horror']"
6.8,['96'],"['Comedy', 'Music']"
6.5,['132'],"['Action', 'Adventure', 'Drama', 'Romance', 'War']"
3.8,['92'],"['Comedy', 'Family']"
6.2,['118'],"['Action', 'Crime', 'Thriller']"
6.3,['98'],"['Comedy', 'Romance', 'Sport']"
5.7,['119'],"['Action', 'Comedy', 'Crime', 'Thriller']"
3.6,['107'],"['Action', 'Adventure', 'Fantasy']"
6.2,['92'],"['Crime', 'Drama', 'Mystery', 'Thriller', 'War']"
6.8,['139'],"['Drama', 'Fantasy']"
5.9,['94'],"['Action', 'Western']"
5.7,['105'],"['Comedy', 'Romance', 'Sport']"
4.3,['93'],"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']"
6.7,['111'],['Drama']
7.2,['105'],"['Biography', 'Drama', 'History', 'Romance']"
5.7,['109'],"['Action', 'Crime', 'Drama', 'Thriller']"
5.5,['101'],"['Action', 'Crime', 'Mystery', 'Thriller']"
5.4,['91'],"['Comedy', 'Drama']"
7.3,['123'],"['Action', 'Adventure', 'Biography', 'Drama']"
7.2,['97'],"['Drama', 'Mystery', 'Romance', 'Sci-Fi']"
7.1,['141'],"['Biography', 'Drama', 'History']"
5.9,['103'],"['Action', 'Crime', 'Drama', 'Thriller']"
5.1,['102'],"['Horror', 'Mystery', 'Thriller']"
6.9,['117'],"['Comedy', 'Drama', 'Romance']"
6.2,['83'],"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']"
5.1,['119'],"['Crime', 'Drama', 'Thriller']"
6.2,['114'],"['Crime', 'Drama', 'Mystery', 'Thriller']"
6.6,['123'],"['Biography', 'Drama', 'History']"
7.4,['148'],"['Drama', 'Romance']"
6.1,['98'],"['Comedy', 'Drama', 'Romance']"
5.5,['96'],"['Action', 'Crime', 'Thriller']"
5.3,['91'],"['Crime', 'Drama', 'Thriller']"
5.7,['93'],"['Action', 'Comedy', 'Crime', 'Western']"
4.9,['89'],"['Action', 'Adventure', 'Horror', 'Sci-Fi', 'Thriller']"
7.6,['113'],"['Action', 'Crime', 'Drama', 'Music', 'Thriller']"
6.8,['113'],"['Action', 'Mystery', 'Sci-Fi', 'Thriller']"
7.1,['123'],"['Comedy', 'Drama', 'Romance', 'Western']"
7.6,['101'],"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']"
5.7,['104'],"['Action', 'Adventure', 'Drama', 'Romance', 'Sci-Fi', 'Thriller']"
5.5,['114'],"['Adventure', 'Biography', 'Drama', 'Romance']"
6.2,['85'],"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']"
5.2,['99'],"['Action', 'Comedy', 'Crime']"
5.6,['101'],"['Action', 'Crime', 'Thriller']"
6.0,['98'],"['Comedy', 'Romance']"
6.4,['99'],"['Drama', 'Music', 'Romance']"
5.5,['105'],"['Action', 'Adventure', 'Crime', 'Thriller']"
6.4,['124'],"['Action', 'Crime', 'Drama', 'Thriller']"
5.3,['97'],"['Crime', 'Drama', 'Mystery', 'Thriller']"
6.6,['99'],"['Action', 'Thriller']"
6.5,['94'],"['Action', 'Crime', 'Thriller']"
5.9,['113'],"['Action', 'Sci-Fi', 'Thriller']"
6.7,['118'],"['Drama', 'Romance', 'Sport']"
6.8,['125'],"['Comedy', 'Romance']"
7.6,['124'],"['Drama', 'Romance']"
5.6,['90'],"['Comedy', 'Drama', 'Romance']"
5.6,['98'],"['Comedy', 'Romance']"
7.0,['97'],"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Romance']"
6.6,['107'],['Comedy']
5.2,['99'],"['Adventure', 'Comedy', 'Family', 'Sport']"
5.8,['92'],"['Comedy', 'Family', 'Sport']"
6.2,['107'],"['Action', 'Crime', 'Thriller']"
7.5,['93'],"['Action', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']"
7.2,['129'],"['Biography', 'Drama']"
5.6,['110'],"['Comedy', 'Romance']"
6.3,['87'],"['Action', 'Crime', 'Thriller']"
4.4,['107'],"['Action', 'Comedy', 'Crime']"
6.4,['98'],"['Crime', 'Mystery', 'Thriller']"
6.8,['106'],"['Drama', 'Family', 'Sport']"
6.8,['109'],"['Biography', 'Drama']"
7.4,['96'],"['Action', 'Crime', 'Drama', 'Thriller']"
5.9,['100'],['Comedy']
5.8,['90'],"['Comedy', 'Romance']"
7.1,['141'],"['Crime', 'Drama', 'Mystery', 'Thriller']"
6.3,['103'],"['Comedy', 'Romance']"
6.3,['111'],"['Action', 'Sci-Fi', 'Thriller']"
3.5,['107'],"['Action', 'Drama', 'Fantasy', 'Horror', 'Thriller']"
6.0,['105'],"['Drama', 'Mystery', 'Romance', 'Thriller', 'War']"
6.3,['113'],"['Action', 'Sci-Fi', 'Thriller']"
5.7,['107'],['Comedy']
7.5,['128'],"['Biography', 'Drama', 'Sport']"
7.3,['138'],"['Drama', 'Thriller']"
8.1,['99'],"['Adventure', 'Comedy', 'Crime']"
6.1,['99'],"['Adventure', 'Comedy']"
5.9,['89'],"['Comedy', 'Fantasy', 'Musical', 'Romance']"
7.4,['118'],"['Crime', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']"
6.9,['101'],"['Drama', 'Mystery']"
6.4,['106'],['Drama']
5.6,['95'],"['Action', 'Biography', 'Drama']"
6.9,['120'],"['Comedy', 'Drama', 'Romance']"
7.2,['113'],"['Comedy', 'Crime', 'Musical']"
6.4,['108'],['Comedy']
6.8,['104'],"['Drama', 'Romance']"
7.2,['132'],"['Biography', 'Drama']"
7.8,['113'],"['Biography', 'Drama', 'Sport']"
7.9,['112'],"['Action', 'Sci-Fi', 'Thriller']"
6.7,['92'],"['Comedy', 'Sport']"
6.3,['115'],"['Comedy', 'Family', 'Romance']"
8.1,['132'],"['Drama', 'Sport']"
7.9,['138'],"['Crime', 'Drama', 'Mystery', 'Thriller']"
6.0,['118'],['Comedy']
7.1,['87'],"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']"
7.8,['123'],"['Drama', 'Romance']"
4.5,['102'],"['Comedy', 'Drama', 'Family', 'Music', 'Romance']"
6.1,['111'],"['Comedy', 'Romance']"
6.1,['78'],"['Animation', 'Adventure', 'Comedy', 'Family', 'Romance']"
6.9,['118'],"['Action', 'Comedy', 'Crime', 'Thriller']"
6.8,['109'],"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']"
7.4,['119'],"['Action', 'Drama', 'Sci-Fi', 'Thriller']"
6.9,['98'],"['Comedy', 'Horror', 'Romance']"
7.2,['125'],"['Comedy', 'Drama']"
5.7,['85'],"['Animation', 'Adventure', 'Comedy', 'Crime', 'Family']"
5.4,['87'],"['Comedy', 'Fantasy']"
6.3,['100'],"['Comedy', 'Drama', 'Romance']"
7.1,['111'],"['Comedy', 'Drama', 'Romance']"
6.1,['99'],"['Adventure', 'Comedy']"
6.0,['99'],"['Comedy', 'Romance']"
5.4,['89'],"['Comedy', 'Romance']"
5.8,['95'],"['Adventure', 'Comedy', 'Mystery']"
7.7,['94'],"['Comedy', 'Fantasy', 'Romance']"
7.4,['125'],"['Biography', 'Drama', 'War']"
7.5,['85'],"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Mystery', 'Sci-Fi']"
7.0,['126'],"['Comedy', 'Drama', 'Romance']"
7.4,['77'],"['Animation', 'Drama', 'Family', 'Fantasy', 'Musical', 'Romance']"
5.6,['105'],['Comedy']
6.5,['105'],"['Adventure', 'Comedy', 'Drama', 'Romance']"
7.5,['124'],"['Biography', 'Crime', 'Drama']"
7.4,['124'],"['Action', 'Crime', 'Drama', 'Sport']"
6.7,['115'],"['Action', 'Thriller']"
5.3,['99'],"['Comedy', 'Family', 'Fantasy', 'Sport']"
7.8,['123'],"['Drama', 'Mystery', 'Romance', 'War']"
5.2,['102'],"['Adventure', 'Comedy', 'Drama', 'Family', 'Sport']"
7.7,['121'],"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']"
7.0,['140'],"['Action', 'Crime', 'Drama', 'Thriller']"
5.1,['92'],"['Comedy', 'Family']"
6.0,['84'],"['Animation', 'Action', 'Adventure', 'Family', 'Fantasy']"
7.4,['101'],"['Action', 'Crime', 'Thriller']"
7.2,['118'],"['Biography', 'Drama', 'Sport']"
7.2,['112'],"['Drama', 'Fantasy', 'Romance']"
6.2,['107'],"['Drama', 'Music', 'Romance']"
6.6,['99'],['Horror']
7.0,['95'],"['Horror', 'Mystery', 'Thriller']"
7.5,['111'],"['Comedy', 'Drama', 'Family']"
7.6,['113'],"['Comedy', 'Drama', 'Fantasy', 'Romance']"
6.8,['111'],"['Action', 'Adventure', 'Drama', 'Thriller']"
5.7,['104'],"['Drama', 'Romance', 'Sport']"
6.6,['113'],"['Action', 'Horror', 'Thriller']"
7.0,['125'],"['Biography', 'Crime', 'Drama', 'Sport']"
2.8,['87'],"['Comedy', 'Fantasy']"
6.3,['111'],"['Comedy', 'Crime', 'Thriller']"
5.3,['94'],"['Biography', 'Drama', 'Thriller']"
6.1,['98'],"['Comedy', 'Drama', 'Romance']"
5.9,['100'],"['Drama', 'Horror']"
6.5,['103'],"['Comedy', 'Drama', 'Fantasy', 'Romance']"
6.6,['118'],"['Drama', 'Music']"
6.3,['107'],"['Action', 'Crime', 'Drama', 'Thriller']"
6.7,['112'],"['Comedy', 'Drama', 'Romance']"
6.5,['104'],"['Comedy', 'Drama']"
5.4,['94'],"['Comedy', 'Crime']"
7.1,['106'],"['Crime', 'Drama', 'Mystery', 'Thriller']"
7.0,['79'],"['Animation', 'Action', 'Adventure', 'Drama', 'Fantasy', 'Sci-Fi', 'Thriller']"
6.2,['118'],"['Crime', 'Drama', 'Fantasy', 'Horror', 'Mystery', 'Thriller']"
6.9,['139'],"['Biography', 'Drama', 'Music']"
7.4,['140'],"['Biography', 'Crime', 'Drama']"
6.2,['124'],"['Comedy', 'Romance']"
5.9,['111'],"['Comedy', 'Family', 'Romance']"
7.2,['104'],"['Animation', 'Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy']"
3.4,['85'],['Comedy']
6.5,['111'],"['Crime', 'Drama']"
5.9,['108'],"['Action', 'Adventure', 'Drama', 'Thriller']"
5.2,['96'],"['Comedy', 'Romance', 'Sci-Fi']"
6.8,['89'],"['Animation', 'Adventure', 'Comedy', 'Family', 'Music']"
5.6,['104'],"['Comedy', 'Drama', 'Romance', 'Sport']"
7.3,['133'],"['Action', 'Crime', 'Drama', 'Romance', 'Thriller']"
5.0,['89'],"['Action', 'Crime', 'Drama', 'Thriller']"
5.6,['95'],"['Action', 'Crime', 'Thriller']"
5.3,['107'],"['Comedy', 'Drama', 'Romance']"
6.3,['109'],"['Action', 'Crime', 'Drama', 'Thriller']"
5.3,['87'],"['Comedy', 'Drama', 'Family', 'Fantasy']"
5.6,['88'],"['Crime', 'Thriller']"
8.3,['167'],"['Action', 'Drama']"
4.3,['88'],"['Action', 'Sci-Fi']"
7.3,['126'],['Drama']
6.4,['106'],"['Comedy', 'Horror']"
6.6,['121'],"['Drama', 'Horror', 'Mystery']"
7.2,['122'],"['Biography', 'Drama']"
5.5,['99'],"['Action', 'Adventure', 'Comedy', 'Horror', 'Sci-Fi', 'Thriller']"
5.8,['104'],"['Horror', 'Sci-Fi']"
5.9,['108'],"['Crime', 'Drama', 'Mystery', 'Thriller']"
5.4,['98'],"['Comedy', 'Crime', 'Thriller']"
6.6,['130'],"['Crime', 'Drama', 'Thriller']"
5.1,['97'],"['Adventure', 'Horror', 'Sci-Fi', 'Thriller']"
4.8,['102'],"['Drama', 'Fantasy', 'Horror', 'Sci-Fi', 'Thriller']"
5.5,['96'],"['Comedy', 'Romance']"
7.0,['114'],"['Drama', 'Mystery', 'Romance', 'Thriller']"
6.7,['135'],"['Biography', 'Drama', 'History', 'Romance']"
6.4,['117'],"['Drama', 'Romance']"
6.3,['107'],"['Action', 'Thriller']"
6.6,['96'],"['Comedy', 'Drama', 'Romance']"
6.1,['108'],"['Action', 'Crime', 'Drama', 'Thriller']"
6.5,['118'],"['Action', 'Crime', 'Drama', 'Thriller']"
4.7,['87'],"['Animation', 'Adventure', 'Comedy', 'Crime', 'Family', 'Fantasy', 'Mystery']"
2.6,['85'],"['Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'Thriller']"
5.0,['106'],"['Comedy', 'Drama', 'Romance']"
6.6,['141'],"['Adventure', 'Biography', 'Drama', 'History']"
7.0,['108'],"['Drama', 'Family', 'Romance']"
6.4,['120'],"['Drama', 'Romance', 'Sci-Fi']"
6.6,['118'],"['Action', 'Thriller']"
6.8,['123'],"['Adventure', 'Comedy', 'Fantasy', 'Mystery']"
7.3,['134'],"['Comedy', 'Drama']"
6.1,['106'],"['Action', 'Crime', 'Drama', 'Thriller']"
6.5,['108'],"['Biography', 'Drama', 'History']"
5.8,['102'],"['Action', 'Drama', 'Sci-Fi', 'Thriller']"
6.2,['89'],"['Action', 'Adventure', 'Comedy']"
6.9,['119'],"['Biography', 'Drama']"
5.4,['107'],"['Drama', 'Sci-Fi', 'Thriller']"
7.5,['160'],"['Biography', 'Crime', 'Drama', 'History', 'Western']"
7.0,['131'],"['Drama', 'Romance']"
6.5,['109'],"['Action', 'Crime', 'Drama', 'Romance', 'Thriller']"
4.3,['80'],"['Action', 'Drama', 'Romance', 'Sport']"
7.0,['88'],"['Biography', 'Drama', 'Romance']"
5.6,['121'],"['Action', 'Drama', 'Fantasy']"
6.8,['129'],"['Action', 'Biography', 'Crime', 'Drama']"
7.9,['105'],"['Animation', 'Action', 'Adventure']"
4.8,['87'],"['Action', 'Adventure', 'Mystery']"
7.1,['91'],"['Comedy', 'Family']"
5.7,['99'],"['Drama', 'History', 'War']"
6.2,['136'],"['Action', 'Adventure', 'Drama', 'History', 'War']"
5.6,['92'],"['Action', 'Crime', 'Drama', 'Thriller']"
5.7,['103'],"['Biography', 'Drama', 'Romance']"
5.3,['93'],"['Action', 'Adventure', 'Crime', 'Thriller']"
4.5,['85'],"['Animation', 'Adventure', 'Fantasy']"
7.1,['118'],"['Biography', 'Drama', 'History']"
6.6,['110'],"['Crime', 'Drama', 'Mystery', 'Thriller']"
5.6,['99'],"['Action', 'Crime', 'Thriller']"
6.4,['115'],"['Comedy', 'Music']"
7.8,['136'],"['Biography', 'Drama', 'Music', 'Romance']"
5.6,['111'],['Comedy']
5.4,['99'],['Comedy']
6.3,['102'],"['Action', 'Crime', 'Thriller']"
6.4,['128'],"['Comedy', 'Drama', 'Romance']"
7.0,['118'],"['Action', 'Comedy', 'Crime', 'Drama']"
6.8,['111'],"['Biography', 'Comedy', 'Drama', 'Music']"
7.7,['122'],"['Biography', 'Drama', 'History']"
4.9,['87'],"['Comedy', 'Horror', 'Thriller']"
5.3,['102'],"['Comedy', 'Romance']"
7.0,['113'],"['Biography', 'Comedy', 'Crime', 'Drama', 'Romance', 'Thriller']"
6.7,['120'],"['Biography', 'Comedy', 'Drama', 'History', 'Music']"
7.1,['103'],"['Drama', 'Fantasy', 'Mystery', 'Sci-Fi', 'Thriller']"
7.8,['147'],"['Biography', 'Drama', 'History', 'Music']"
6.2,['122'],"['Adventure', 'Comedy', 'Drama']"
6.4,['104'],"['Drama', 'Thriller']"
5.5,['104'],['Comedy']
6.7,['115'],"['Drama', 'Romance', 'Thriller']"
7.8,['130'],"['Biography', 'Comedy', 'Drama', 'History']"
6.2,['108'],"['Adventure', 'Horror', 'Mystery']"
6.8,['99'],['Comedy']
6.2,['81'],"['Comedy', 'Drama', 'Family', 'Fantasy']"
7.5,['135'],"['Biography', 'Drama', 'History', 'Sport']"
6.6,['105'],"['Comedy', 'Drama']"
5.3,['103'],"['Comedy', 'Romance']"
7.3,['101'],"['Action', 'Horror']"
6.5,['100'],"['Action', 'Comedy']"
7.6,['110'],"['Comedy', 'Drama']"
7.3,['90'],"['Mystery', 'Thriller']"
6.9,['90'],"['Comedy', 'Romance']"
7.6,['117'],"['Action', 'Comedy', 'Crime']"
6.5,['90'],['Comedy']
6.3,['104'],"['Comedy', 'Drama', 'Romance']"
7.8,['129'],"['Drama', 'Romance']"
6.1,['83'],"['Action', 'Comedy', 'Crime']"
4.9,['99'],"['Action', 'Fantasy', 'Horror', 'Thriller']"
6.2,['117'],"['Action', 'Drama', 'Thriller']"
6.5,['103'],"['Action', 'Comedy', 'Crime', 'Thriller']"
