title,imdb_rating,cast_1,cast_2,cast_3,movie_url,imdb_id
Disney’s A Christmas Carol,6.8,Jim Carrey,Gary Oldman,Colin Firth,https://www.imdb.com/title/tt1067106/,tt1067106
"The Chronicles of Narnia: The Lion, the Witch a…",6.9,Tilda Swinton,Georgie Henley,William Moseley,https://www.imdb.com/title/tt0363771/,tt0363771
WALL-E,8.4,Ben Burtt,Elissa Knight,Jeff Garlin,https://www.imdb.com/title/tt0910970/,tt0910970
Cowboys and Aliens,6.0,Daniel Craig,Harrison Ford,Olivia Wilde,https://www.imdb.com/title/tt0409847/,tt0409847
Fast and Furious 6,7.1,Vin Diesel,Paul Walker,Dwayne Johnson,https://www.imdb.com/title/tt1905041/,tt1905041
The Chronicles of Narnia: The Voyage of the Daw…,6.3,Ben Barnes,Skandar Keynes,Georgie Henley,https://www.imdb.com/title/tt0980970/,tt0980970
Mars Needs Moms,5.4,Seth Green,Joan Cusack,Dan Fogler,https://www.imdb.com/title/tt1305591/,tt1305591
Pirates of the Caribbean: The Curse of the Blac…,8.1,Johnny Depp,Geoffrey Rush,Orlando Bloom,https://www.imdb.com/title/tt0325980/,tt0325980
Men in Black 2,6.1,Tommy Lee Jones,Will Smith,Rip Torn,https://www.imdb.com/title/tt0120912/,tt0120912
Harry Potter and the Deathly Hallows: Part II,8.2,Daniel Radcliffe,Emma Watson,Rupert Grint,https://www.imdb.com/title/tt1201607/,tt1201607
Harry Potter and the Deathly Hallows: Part I,7.7,Daniel Radcliffe,Emma Watson,Rupert Grint,https://www.imdb.com/title/tt0926084/,tt0926084
X-Men 2,7.4,Patrick Stewart,Hugh Jackman,Halle Berry,https://www.imdb.com/title/tt0290334/,tt0290334
Mission: Impossible 2,6.1,Tom Cruise,Dougray Scott,Thandiwe Newton,https://www.imdb.com/title/tt0120755/,tt0120755
The Fantastic Four,4.3,Miles Teller,Kate Mara,Michael B. Jordan,https://www.imdb.com/title/tt1502712/,tt1502712
Mr. and Mrs. Smith,6.5,Brad Pitt,Angelina Jolie,Adam Brody,https://www.imdb.com/title/tt0356910/,tt0356910
The Divergent Series: Allegiant,5.7,Shailene Woodley,Theo James,Jeff Daniels,https://www.imdb.com/title/tt3410834/,tt3410834
Dr. Seuss’ The Cat in the Hat,4.1,Mike Myers,Spencer Breslin,Dakota Fanning,https://www.imdb.com/title/tt0312528/,tt0312528
"10,000 B.C.",5.1,Camilla Belle,Steven Strait,Marco Khan,https://www.imdb.com/title/tt0443649/,tt0443649
The Hangover 3,5.8,Bradley Cooper,Zach Galifianakis,Ed Helms,https://www.imdb.com/title/tt1951261/,tt1951261
Lemony Snicket's A Series of Unfortunate Events,6.8,Jim Carrey,Jude Law,Meryl Streep,https://www.imdb.com/title/tt0339291/,tt0339291
Jin líng shí san chai,7.5,Christian Bale,Ni Ni,Xinyi Zhang,https://www.imdb.com/title/tt1410063/,tt1410063
Kingsman: The Secret Service,7.7,Colin Firth,Taron Egerton,Samuel L. Jackson,https://www.imdb.com/title/tt2802144/,tt2802144
Spider-Man: Into The Spider-Verse 3D,8.4,Shameik Moore,Jake Johnson,Hailee Steinfeld,https://www.imdb.com/title/tt4633694/,tt4633694
Artificial Intelligence: AI,7.2,Haley Joel Osment,Jude Law,Frances O'Connor,https://www.imdb.com/title/tt0212720/,tt0212720
I Now Pronounce You Chuck and Larry,5.9,Adam Sandler,Kevin James,Jessica Biel,https://www.imdb.com/title/tt0762107/,tt0762107
Charlotte\'s Web,6.3,Dakota Fanning,Julia Roberts,Oprah Winfrey,https://www.imdb.com/title/tt0413895/,tt0413895
Battlefield Earth: A Saga of the Year 3000,2.5,John Travolta,Forest Whitaker,Barry Pepper,https://www.imdb.com/title/tt0185183/,tt0185183
Arthur et les Minimoys,6.0,Freddie Highmore,Mia Farrow,Madonna,https://www.imdb.com/title/tt0344854/,tt0344854
Astérix et Obélix: Au service de Sa Majesté,5.3,Gérard Depardieu,Dany Boon,Edouard Baer,https://www.imdb.com/title/tt1597522/,tt1597522
Dr. Seuss’ The Grinch,6.3,Benedict Cumberbatch,Cameron Seely,Rashida Jones,https://www.imdb.com/title/tt2709692/,tt2709692
Wall Street 2: Money Never Sleeps,6.2,Shia LaBeouf,Michael Douglas,Carey Mulligan,https://www.imdb.com/title/tt1027718/,tt1027718
Legends of Oz: Dorothy’s Return,5.1,Lea Michele,Kelsey Grammer,Dan Aykroyd,https://www.imdb.com/title/tt0884726/,tt0884726
Dr. Seuss’ The Lorax,6.4,Zac Efron,Taylor Swift,Danny DeVito,https://www.imdb.com/title/tt1482459/,tt1482459
Underwater,5.8,Kristen Stewart,Vincent Cassel,Mamoudou Athie,https://www.imdb.com/title/tt5774060/,tt5774060
300,7.6,Gerard Butler,Lena Headey,David Wenham,https://www.imdb.com/title/tt0416449/,tt0416449
Michael Jackson's This Is It,7.3,Michael Jackson,Alex Al,Alexandra Apjarova,https://www.imdb.com/title/tt1477715/,tt1477715
Miss Congeniality 2: Armed and Fabulous,5.1,Sandra Bullock,Regina King,William Shatner,https://www.imdb.com/title/tt0385307/,tt0385307
Inkheart,6.1,Brendan Fraser,Andy Serkis,Eliza Bennett,https://www.imdb.com/title/tt0494238/,tt0494238
In the Name of the King: A Dungeon Siege Tale,3.8,Jason Statham,Ron Perlman,Ray Liotta,https://www.imdb.com/title/tt0460780/,tt0460780
Xi You Ji zhi Sun Wu Kong San Da Bai Gu Jing,5.9,Aaron Kwok,Gong Li,Shaofeng Feng,https://www.imdb.com/title/tt4591310/,tt4591310
"Che, Part 1: The Argentine",7.2,Julia Ormond,Benicio Del Toro,Oscar Isaac,https://www.imdb.com/title/tt0892255/,tt0892255
Ghost Rider: Spirit of Vengeance,4.3,Nicolas Cage,Ciarán Hinds,Idris Elba,https://www.imdb.com/title/tt1071875/,tt1071875
R.V.,5.6,Robin Williams,Cheryl Hines,Kristin Chenoweth,https://www.imdb.com/title/tt0449089/,tt0449089
Kill Bill: Volume 1,8.2,Uma Thurman,David Carradine,Daryl Hannah,https://www.imdb.com/title/tt0266697/,tt0266697
Kill Bill: Volume 2,8.0,Uma Thurman,David Carradine,Michael Madsen,https://www.imdb.com/title/tt0378194/,tt0378194
Bullet to the Head,5.7,Sylvester Stallone,Jason Momoa,Christian Slater,https://www.imdb.com/title/tt1308729/,tt1308729
Blade 2,6.7,Wesley Snipes,Kris Kristofferson,Ron Perlman,https://www.imdb.com/title/tt0187738/,tt0187738
Barnyard: The Original Party Animals,5.6,Kevin James,Courteney Cox,Danny Glover,https://www.imdb.com/title/tt0414853/,tt0414853
Disney Planes,5.7,Carlos Alazraqui,Dane Cook,Stacy Keach,https://www.imdb.com/title/tt1691917/,tt1691917
Garfield: The Movie,5.0,Breckin Meyer,Jennifer Love Hewitt,Stephen Tobolowsky,https://www.imdb.com/title/tt0356634/,tt0356634
V for Vendetta,8.2,Hugo Weaving,Natalie Portman,Rupert Graves,https://www.imdb.com/title/tt0434409/,tt0434409
Planes: Fire and Rescue,6.0,Dane Cook,Ed Harris,Julie Bowen,https://www.imdb.com/title/tt2980706/,tt2980706
13 Hours: The Secret Soldiers of Benghazi,7.3,John Krasinski,Pablo Schreiber,James Badge Dale,https://www.imdb.com/title/tt4172430/,tt4172430
The Adventures of Sharkboy and Lavagirl in 3-D,3.7,Cayden Boyd,George Lopez,Kristin Davis,https://www.imdb.com/title/tt0424774/,tt0424774
Defiance,7.2,Daniel Craig,Liev Schreiber,Jamie Bell,https://www.imdb.com/title/tt1034303/,tt1034303
Snowden,7.3,Joseph Gordon-Levitt,Shailene Woodley,Melissa Leo,https://www.imdb.com/title/tt3774114/,tt3774114
Outlander,6.2,Jim Caviezel,Sophia Myles,Ron Perlman,https://www.imdb.com/title/tt0462465/,tt0462465
Taken 3,6.0,Liam Neeson,Forest Whitaker,Maggie Grace,https://www.imdb.com/title/tt2446042/,tt2446042
Kate and Leopold,6.4,Meg Ryan,Hugh Jackman,Liev Schreiber,https://www.imdb.com/title/tt0035423/,tt0035423
Happily N'Ever After,4.5,Sigourney Weaver,Sarah Michelle Gellar,Patrick Warburton,https://www.imdb.com/title/tt0308353/,tt0308353
Arthur and the War of Two Worlds,5.5,Mia Farrow,Ron Crawford,Robert Stanton,https://www.imdb.com/title/tt0940656/,tt0940656
"Yours, Mine and Ours",5.4,Dennis Quaid,Rene Russo,Jerry O'Connell,https://www.imdb.com/title/tt0443295/,tt0443295
Kicking and Screaming,5.6,Will Ferrell,Robert Duvall,Josh Hutcherson,https://www.imdb.com/title/tt0384642/,tt0384642
All Eyez on Me,5.8,Demetrius Shipp Jr.,Danai Gurira,Kat Graham,https://www.imdb.com/title/tt1666185/,tt1666185
The Producers: The Movie Musical,6.3,Nathan Lane,Matthew Broderick,Uma Thurman,https://www.imdb.com/title/tt0395251/,tt0395251
Bloodshot,5.7,Vin Diesel,Eiza González,Sam Heughan,https://www.imdb.com/title/tt1634106/,tt1634106
Danny the Dog,7.0,Jet Li,Bob Hoskins,Morgan Freeman,https://www.imdb.com/title/tt0342258/,tt0342258
Micmacs,7.1,Dany Boon,André Dussollier,Nicolas Marié,https://www.imdb.com/title/tt1149361/,tt1149361
Spy Kids 3-D: Game Over,4.3,Daryl Sabara,Alexa PenaVega,Antonio Banderas,https://www.imdb.com/title/tt0338459/,tt0338459
The Conjuring 2: The Enfield Poltergeist,7.3,Vera Farmiga,Patrick Wilson,Madison Wolfe,https://www.imdb.com/title/tt3065204/,tt3065204
Escape From Planet Earth,5.9,Brendan Fraser,Sarah Jessica Parker,Jessica Alba,https://www.imdb.com/title/tt0765446/,tt0765446
The Water Horse: Legend of the Deep,6.5,Emily Watson,David Morrissey,Alex Etel,https://www.imdb.com/title/tt0760329/,tt0760329
Extremely Loud and Incredibly Close,6.9,Thomas Horn,Tom Hanks,Sandra Bullock,https://www.imdb.com/title/tt0477302/,tt0477302
Impostor,6.2,Shane Brolly,Vincent D'Onofrio,Gary Sinise,https://www.imdb.com/title/tt0160399/,tt0160399
Alex Rider: Operation Stormbreaker,5.1,Alex Pettyfer,Mickey Rourke,Sophie Okonedo,https://www.imdb.com/title/tt0457495/,tt0457495
Un monstre à Paris,6.7,Matthieu Chedid,Vanessa Paradis,Gad Elmaleh,https://www.imdb.com/title/tt0961097/,tt0961097
Solomon Kane,6.1,James Purefoy,Max von Sydow,Rachel Hurd-Wood,https://www.imdb.com/title/tt0970452/,tt0970452
Dragon Nest Warriors' Dawn,6.3,Jiao Xu,Guanlin Ji,Ying Huang,https://www.imdb.com/title/tt2911342/,tt2911342
Spy Kids 2: The Island of Lost Dreams,5.2,Alexa PenaVega,Daryl Sabara,Antonio Banderas,https://www.imdb.com/title/tt0287717/,tt0287717
The Ninth Gate,6.7,Johnny Depp,Frank Langella,Lena Olin,https://www.imdb.com/title/tt0142688/,tt0142688
Virgin Territory,4.8,Hayden Christensen,Mischa Barton,Ryan Cartwright,https://www.imdb.com/title/tt0437954/,tt0437954
The Upside,7.0,Kevin Hart,Bryan Cranston,Nicole Kidman,https://www.imdb.com/title/tt1987680/,tt1987680
Tyler Perry’s Temptation,5.0,Jurnee Smollett,Vanessa Williams,Brandy Norwood,https://www.imdb.com/title/tt2070862/,tt2070862
Gnomeo and Juliet,5.9,James McAvoy,Emily Blunt,Maggie Smith,https://www.imdb.com/title/tt0377981/,tt0377981
Underworld 3: Rise of the Lycans,6.5,Rhona Mitra,Michael Sheen,Bill Nighy,https://www.imdb.com/title/tt0834001/,tt0834001
The Nativity Story,6.8,Keisha Castle-Hughes,Shohreh Aghdashloo,Oscar Isaac,https://www.imdb.com/title/tt0762121/,tt0762121
The Bad News Bears,5.8,Billy Bob Thornton,Greg Kinnear,Marcia Gay Harden,https://www.imdb.com/title/tt0408524/,tt0408524
Dungeons and Dragons,3.6,Justin Whalin,Jeremy Irons,Zoe McLellan,https://www.imdb.com/title/tt0190374/,tt0190374
Biutiful,7.4,Javier Bardem,Maricel Álvarez,Hanaa Bouchaib,https://www.imdb.com/title/tt1164999/,tt1164999
Gake no ue no Ponyo,7.6,Cate Blanchett,Matt Damon,Liam Neeson,https://www.imdb.com/title/tt0876563/,tt0876563
Thunder and the House of Magic,6.2,Cinda Adams,George Babbit,Brianne Brozey,https://www.imdb.com/title/tt3148834/,tt3148834
Goal! The Dream Begins,6.7,Kuno Becker,Alessandro Nivola,Anna Friel,https://www.imdb.com/title/tt0380389/,tt0380389
The Transporter 2,6.3,Jason Statham,Amber Valletta,Kate Nauta,https://www.imdb.com/title/tt0388482/,tt0388482
Birth of the Dragon,5.6,Billy Magnussen,Yu Xia,Philip Ng,https://www.imdb.com/title/tt2720826/,tt2720826
Pokemon 2000,6.0,Veronica Taylor,Rica Matsumoto,Ikue Ôtani,https://www.imdb.com/title/tt0210234/,tt0210234
The Cabin in the Woods,7.0,Kristen Connolly,Chris Hemsworth,Anna Hutchison,https://www.imdb.com/title/tt1259521/,tt1259521
Love and Other Drugs,6.7,Jake Gyllenhaal,Anne Hathaway,Judy Greer,https://www.imdb.com/title/tt0758752/,tt0758752
Splice,5.8,Adrien Brody,Sarah Polley,Delphine Chanéac,https://www.imdb.com/title/tt1017460/,tt1017460
88 Minutes,5.9,Al Pacino,Alicia Witt,Ben McKenzie,https://www.imdb.com/title/tt0411061/,tt0411061
The Lost City of Z,6.6,Charlie Hunnam,Robert Pattinson,Sienna Miller,https://www.imdb.com/title/tt1212428/,tt1212428
Barney's Version,7.3,Paul Giamatti,Rosamund Pike,Jake Hoffman,https://www.imdb.com/title/tt1423894/,tt1423894
The Current War: Director’s Cut,6.5,Benedict Cumberbatch,Oliver Powell,Sophia Ally,https://www.imdb.com/title/tt2140507/,tt2140507
Wu ji,5.6,Cecilia Cheung,Jang Dong-Gun,Hiroyuki Sanada,https://www.imdb.com/title/tt0417976/,tt0417976
Bilal: A New Breed of Hero,7.9,Adewale Akinnuoye-Agbaje,Ian McShane,China Anne McClain,https://www.imdb.com/title/tt3576728/,tt3576728
DOA: Dead or Alive,4.8,Jaime Pressly,Devon Aoki,Sarah Carter,https://www.imdb.com/title/tt0398913/,tt0398913
Le Petit Nicolas,7.1,Maxime Godart,Vincent Claude,Charles Vaillant,https://www.imdb.com/title/tt1264904/,tt1264904
Xinhai geming,5.7,Jackie Chan,Winston Chao,Bingbing Li,https://www.imdb.com/title/tt1772230/,tt1772230
Genghis Khan: To the Ends of the Earth and Sea,6.2,Takashi Sorimachi,Rei Kikukawa,Mayumi Wakamura,https://www.imdb.com/title/tt0770722/,tt0770722
Savva. Serdtse voyna,4.5,Maksim Chukharyov,Konstantin Khabenskiy,Fedor Bondarchuk,https://www.imdb.com/title/tt4075322/,tt4075322
Ripley's Game,6.6,John Malkovich,Dougray Scott,Lena Headey,https://www.imdb.com/title/tt0265651/,tt0265651
Winged Migration,7.9,Jacques Perrin,Philippe Labro,,https://www.imdb.com/title/tt0301727/,tt0301727
John Carpenter’s Ghosts of Mars,4.9,Natasha Henstridge,Ice Cube,Pam Grier,https://www.imdb.com/title/tt0228333/,tt0228333
Case 39,6.2,Renée Zellweger,Ian McShane,Jodelle Ferland,https://www.imdb.com/title/tt0795351/,tt0795351
Formula 51,6.3,Samuel L. Jackson,Robert Carlyle,Emily Mortimer,https://www.imdb.com/title/tt0227984/,tt0227984
Mindhunters,6.3,Val Kilmer,LL Cool J,Christian Slater,https://www.imdb.com/title/tt0297284/,tt0297284
Viy,5.2,Jason Flemyng,Andrey Smolyakov,Aleksey Chadov,https://www.imdb.com/title/tt1224378/,tt1224378
Tyler Perry's A Madea Christmas,4.9,Tyler Perry,Chad Michael Murray,Tika Sumpter,https://www.imdb.com/title/tt2609758/,tt2609758
The Grey,6.8,Liam Neeson,Dermot Mulroney,Frank Grillo,https://www.imdb.com/title/tt1601913/,tt1601913
Nanny McPhee,6.6,Emma Thompson,Colin Firth,Angela Lansbury,https://www.imdb.com/title/tt0396752/,tt0396752
Don't Be Afraid of the Dark,5.5,Katie Holmes,Guy Pearce,Bailee Madison,https://www.imdb.com/title/tt1270761/,tt1270761
Masterminds,5.8,Zach Galifianakis,Kristen Wiig,Owen Wilson,https://www.imdb.com/title/tt2461150/,tt2461150
Fly Me To the Moon,4.5,Trevor Gagnon,Philip Bolden,David Gore,https://www.imdb.com/title/tt0486321/,tt0486321
The Conspirator,6.9,Robin Wright,James McAvoy,Tom Wilkinson,https://www.imdb.com/title/tt0968264/,tt0968264
The Lords of Dogtown,7.1,Heath Ledger,Emile Hirsch,Victor Rasuk,https://www.imdb.com/title/tt0355702/,tt0355702
The Hoax,6.7,Richard Gere,Alfred Molina,David Aaron Baker,https://www.imdb.com/title/tt0462338/,tt0462338
BloodRayne,2.9,Kristanna Loken,Ben Kingsley,Michelle Rodriguez,https://www.imdb.com/title/tt0383222/,tt0383222
Me and Orson Welles,6.7,Zac Efron,Claire Danes,Christian McKay,https://www.imdb.com/title/tt1175506/,tt1175506
Les petits mouchoirs,7.1,François Cluzet,Marion Cotillard,Benoît Magimel,https://www.imdb.com/title/tt1440232/,tt1440232
Belka i Strelka. Zvezdnye sobaki,5.1,Anna Bolshova,Elena Yakovleva,Evgeniy Mironov,https://www.imdb.com/title/tt1272051/,tt1272051
La véritable histoire du Chat Botté,3.0,Jérôme Deschamps,Yolande Moreau,Arthur Deschamps,https://www.imdb.com/title/tt1239462/,tt1239462
Hauru no ugoku shiro,8.2,Chieko Baishô,Takuya Kimura,Tatsuya Gashûin,https://www.imdb.com/title/tt0347149/,tt0347149
The Bridge of San Luis Rey,5.0,Gabriel Byrne,Robert De Niro,Harvey Keitel,https://www.imdb.com/title/tt0356443/,tt0356443
Kari gurashi no Arietti,7.6,Amy Poehler,Will Arnett,Mirai Shida,https://www.imdb.com/title/tt1568921/,tt1568921
Haywire,5.8,Gina Carano,Ewan McGregor,Michael Fassbender,https://www.imdb.com/title/tt1506999/,tt1506999
Eddie the Eagle,7.4,Taron Egerton,Hugh Jackman,Tom Costello,https://www.imdb.com/title/tt1083452/,tt1083452
Rogue,6.2,Michael Vartan,Radha Mitchell,Sam Worthington,https://www.imdb.com/title/tt0479528/,tt0479528
Ch?i dàn zhu?nji?,6.7,Donnie Yen,Andy Lau,Philip Keung,https://www.imdb.com/title/tt6015328/,tt6015328
Shi Yue Wei Cheng,8.4,Junli Guo,Tin-Nam Chun,Joyce Chan,https://www.imdb.com/title/tt1403130/,tt4559518
The Libertine,6.3,Johnny Depp,Samantha Morton,John Malkovich,https://www.imdb.com/title/tt0375920/,tt0375920
Zwartboek,7.7,Carice van Houten,Sebastian Koch,Thom Hoffman,https://www.imdb.com/title/tt0389557/,tt0389557
Joyeux Noël,7.7,Diane Kruger,Benno Fürmann,Guillaume Canet,https://www.imdb.com/title/tt0424205/,tt0424205
Victoria and Abdul,6.8,Judi Dench,Ali Fazal,Tim Pigott-Smith,https://www.imdb.com/title/tt5816682/,tt5816682
Robot Overlords,4.6,Ben Kingsley,Gillian Anderson,Callan McAuliffe,https://www.imdb.com/title/tt2145829/,tt2145829
Jackass 3D,7.0,Johnny Knoxville,Steve-O,Bam Margera,https://www.imdb.com/title/tt1116184/,tt1116184
Tyler Perry’s Boo! A Madea Halloween,4.6,Tyler Perry,Cassi Davis,Patrice Lovely,https://www.imdb.com/title/tt5325452/,tt5325452
Tyler Perry's Madea's Witness Protection,4.9,Tyler Perry,Eugene Levy,Denise Richards,https://www.imdb.com/title/tt2215285/,tt2215285
Selma,7.5,David Oyelowo,Carmen Ejogo,Oprah Winfrey,https://www.imdb.com/title/tt1020072/,tt1020072
Peter Pan: Return to Neverland,5.8,Blayne Weaver,Harriet Owen,Corey Burton,https://www.imdb.com/title/tt0280030/,tt0280030
The Debt,6.8,Helen Mirren,Sam Worthington,Tom Wilkinson,https://www.imdb.com/title/tt1226753/,tt1226753
Silent Hill: Revelation 3D,4.9,Adelaide Clemens,Kit Harington,Sean Bean,https://www.imdb.com/title/tt0938330/,tt0938330
Capitalism: A Love Story,7.4,Michael Moore,William Black,Jimmy Carter,https://www.imdb.com/title/tt1232207/,tt1232207
Crank 2: High Voltage,6.2,Jason Statham,Amy Smart,Clifton Collins Jr.,https://www.imdb.com/title/tt1121931/,tt1121931
Ratchet and Clank,5.5,James Arnold Taylor,David Kaye,Jim Ward,https://www.imdb.com/title/tt2865120/,tt2865120
The Brothers Bloom,6.7,Rachel Weisz,Adrien Brody,Mark Ruffalo,https://www.imdb.com/title/tt0844286/,tt0844286
LBJ,6.5,Woody Harrelson,Michael Stahl-David,Richard Jenkins,https://www.imdb.com/title/tt4778988/,tt4778988
Bon Voyage,6.7,Isabelle Adjani,Gérard Depardieu,Virginie Ledoyen,https://www.imdb.com/title/tt0310778/,tt0310778
The Proposition,7.3,Ray Winstone,Guy Pearce,Emily Watson,https://www.imdb.com/title/tt0421238/,tt0421238
Dylan Dog: Dead of Night,5.1,Brandon Routh,Anita Briem,Sam Huntington,https://www.imdb.com/title/tt1013860/,tt1013860
Jìyì dàsh?,6.4,Bo Huang,Yihong Duan,Jinglei Xu,https://www.imdb.com/title/tt5636668/,tt5636668
The Burning Plain,6.8,Charlize Theron,John Corbett,José María Yazpik,https://www.imdb.com/title/tt1068641/,tt1068641
People I Know,5.5,Al Pacino,Téa Leoni,Ryan O'Neal,https://www.imdb.com/title/tt0274711/,tt0274711
Three Kingdoms: Resurrection of the Dragon,6.1,Andy Lau,Sammo Kam-Bo Hung,Maggie Q,https://www.imdb.com/title/tt0882978/,tt0882978
The Touch,4.6,Michelle Yeoh,Ben Chaplin,Richard Roxburgh,https://www.imdb.com/title/tt0293660/,tt0293660
Der Baader Meinhof Komplex,7.3,Martina Gedeck,Moritz Bleibtreu,Johanna Wokalek,https://www.imdb.com/title/tt0765432/,tt0765432
Thirteen Ghosts,5.6,Tony Shalhoub,Shannon Elizabeth,Embeth Davidtz,https://www.imdb.com/title/tt0245674/,tt0245674
George Balanchine\'s The Nutcracker,5.8,Darci Kistler,Damian Woetzel,Kyra Nichols,https://www.imdb.com/title/tt0107719/,tt0107719
George A. Romero's Land of the Dead,6.2,John Leguizamo,Asia Argento,Simon Baker,https://www.imdb.com/title/tt0418819/,tt0418819
Ne le dis à personne,7.5,François Cluzet,Marie-Josée Croze,André Dussollier,https://www.imdb.com/title/tt0362225/,tt0362225
Left Behind,4.4,Kirk Cameron,Brad Johnson,Janaya Stephens,https://www.imdb.com/title/tt0190524/,tt0190524
Norm of the North,3.5,Rob Schneider,Heather Graham,Ken Jeong,https://www.imdb.com/title/tt1594972/,tt1594972
Youth in Revolt,6.5,Michael Cera,Portia Doubleday,Jean Smart,https://www.imdb.com/title/tt0403702/,tt0403702
Labor Day,6.9,Kate Winslet,Josh Brolin,Gattlin Griffith,https://www.imdb.com/title/tt1967545/,tt1967545
The Last Station,7.0,Helen Mirren,James McAvoy,Christopher Plummer,https://www.imdb.com/title/tt0824758/,tt0824758
Mongol,7.2,Tadanobu Asano,Amadu Mamadakov,Khulan Chuluun,https://www.imdb.com/title/tt0416044/,tt0416044
Mao's Last Dancer,7.3,Chi Cao,Bruce Greenwood,Kyle MacLachlan,https://www.imdb.com/title/tt1071812/,tt1071812
The Railway Man,7.1,Colin Firth,Nicole Kidman,Stellan Skarsgård,https://www.imdb.com/title/tt2058107/,tt2058107
Carlos,7.8,Edgar Ramírez,Fadi Abi Samra,Ahmad Kaabour,https://www.imdb.com/title/tt1672282/,tt1672282
My Spy,6.3,Dave Bautista,Chloe Coleman,Parisa Fitz-Henley,https://www.imdb.com/title/tt8242084/,tt8242084
Hotel Mumbai,7.6,Dev Patel,Armie Hammer,Nazanin Boniadi,https://www.imdb.com/title/tt5461944/,tt5461944
Jet Li's Hero,7.9,Jet Li,Tony Chiu-Wai Leung,Maggie Cheung,https://www.imdb.com/title/tt0299977/,tt0299977
Smokin' Aces,6.6,Jeremy Piven,Ryan Reynolds,Ray Liotta,https://www.imdb.com/title/tt0475394/,tt0475394
Brooklyn's Finest,6.7,Richard Gere,Don Cheadle,Ethan Hawke,https://www.imdb.com/title/tt1210042/,tt1210042
How She Move,3.5,Rutina Wesley,Tre Armstrong,Brennan Gademans,https://www.imdb.com/title/tt0770810/,tt0770810
Escobar: Paradise Lost,6.5,Benicio Del Toro,Josh Hutcherson,Claudia Traisac,https://www.imdb.com/title/tt2515030/,tt2515030
"Mune, le gardien de la lune",7.1,Omar Sy,Izïa Higelin,Michaël Grégorio,https://www.imdb.com/title/tt3858372/,tt3858372
Chasseurs de dragons,6.6,Vincent Lindon,Patrick Timsit,Philippe Nahon,https://www.imdb.com/title/tt0944834/,tt0944834
"Men, Women and Children",6.6,Kaitlyn Dever,Rosemarie DeWitt,Ansel Elgort,https://www.imdb.com/title/tt3179568/,tt3179568
Teen Spirit,6.1,Elle Fanning,Agnieszka Grochowska,Archie Madekwe,https://www.imdb.com/title/tt6483364/,tt6483364
Enter the Void,7.2,Nathaniel Brown,Paz de la Huerta,Cyril Roy,https://www.imdb.com/title/tt1191111/,tt1191111
Haeundae,5.6,Ha Ji-Won,Kim Yoo-jeong,Park Myeong-hoon,https://www.imdb.com/title/tt1153040/,tt1153040
Hachiko: A Dog’s Story,8.1,Richard Gere,Joan Allen,Cary-Hiroyuki Tagawa,https://www.imdb.com/title/tt1028532/,tt1028532
The Old Man and the Gun,6.7,Robert Redford,Casey Affleck,Sissy Spacek,https://www.imdb.com/title/tt2837574/,tt2837574
Slow Burn,5.7,Ray Liotta,Jolene Blalock,LL Cool J,https://www.imdb.com/title/tt0376196/,tt0376196
Madison,6.3,Jim Caviezel,Mary McCormack,Jake Lloyd,https://www.imdb.com/title/tt0206113/,tt0206113
Wasabi,6.6,Jean Reno,Ryôko Hirosue,Michel Muller,https://www.imdb.com/title/tt0281364/,tt0281364
Jackass Presents: Bad Grandpa,6.5,Johnny Knoxville,Jackson Nicoll,Gregorio,https://www.imdb.com/title/tt3063516/,tt3063516
Halloween 2,4.8,Scout Taylor-Compton,Tyler Mane,Malcolm McDowell,https://www.imdb.com/title/tt1311067/,tt1311067
The Place Beyond the Pines,7.3,Ryan Gosling,Bradley Cooper,Eva Mendes,https://www.imdb.com/title/tt1817273/,tt1817273
The Hurt Locker,7.6,Jeremy Renner,Anthony Mackie,Brian Geraghty,https://www.imdb.com/title/tt0887912/,tt0887912
Eye of the Beholder,5.0,Ewan McGregor,Ashley Judd,Patrick Bergin,https://www.imdb.com/title/tt0120662/,tt0120662
U2 3D,8.4,Bono,Adam Clayton,The Edge,https://www.imdb.com/title/tt0892375/,tt0892375
Knockaround Guys,6.1,Jennifer Baxter,Dennis Hopper,Vin Diesel,https://www.imdb.com/title/tt0211465/,tt0211465
Black Snake Moan,6.9,Christina Ricci,Samuel L. Jackson,Justin Timberlake,https://www.imdb.com/title/tt0462200/,tt0462200
Dark Blue,6.6,Kurt Russell,Ving Rhames,Scott Speedman,https://www.imdb.com/title/tt0279331/,tt0279331
Boat Trip,4.9,Cuba Gooding Jr.,Horatio Sanz,Roselyn Sanchez,https://www.imdb.com/title/tt0285462/,tt0285462
Los tres entierros de Melquiades Estrada,7.4,Tommy Lee Jones,Barry Pepper,Dwight Yoakam,https://www.imdb.com/title/tt0419294/,tt0419294
The Company Men,6.7,Ben Affleck,Chris Cooper,Tommy Lee Jones,https://www.imdb.com/title/tt1172991/,tt1172991
Funny Games,6.5,Naomi Watts,Tim Roth,Michael Pitt,https://www.imdb.com/title/tt0808279/,tt0808279
Banlieue 13,7.1,Cyril Raffaelli,David Belle,Tony D'Amario,https://www.imdb.com/title/tt0414852/,tt0414852
Cìkè Niè Yinniáng,6.3,Shu Qi,Chang Chen,Yun Zhou,https://www.imdb.com/title/tt3508840/,tt3508840
The Reluctant Fundamentalist,6.8,Riz Ahmed,Liev Schreiber,Kiefer Sutherland,https://www.imdb.com/title/tt2032557/,tt2032557
